episode_R,Reward Evolution
0,19.0
1,35.0
2,13.0
3,24.0
4,16.0
5,18.0
6,16.0
7,23.0
8,21.0
9,15.0
10,38.0
11,16.0
12,31.0
13,16.0
14,20.0
15,32.0
16,27.0
17,23.0
18,18.0
19,40.0
20,15.0
21,38.0
22,39.0
23,16.0
24,24.0
25,47.0
26,10.0
27,22.0
28,40.0
29,13.0
30,43.0
31,18.0
32,14.0
33,23.0
34,23.0
35,16.0
36,32.0
37,27.0
38,24.0
39,22.0
40,59.0
41,18.0
42,11.0
43,10.0
44,17.0
45,21.0
46,17.0
47,27.0
48,19.0
49,20.0
50,16.0
51,11.0
52,20.0
53,31.0
54,64.0
55,39.0
56,28.0
57,41.0
58,30.0
59,10.0
60,14.0
61,22.0
62,69.0
63,19.0
64,28.0
65,51.0
66,57.0
67,18.0
68,9.0
69,55.0
70,12.0
71,22.0
72,15.0
73,20.0
74,35.0
75,18.0
76,30.0
77,27.0
78,28.0
79,12.0
80,41.0
81,27.0
82,21.0
83,12.0
84,72.0
85,22.0
86,33.0
87,18.0
88,25.0
89,80.0
90,28.0
91,22.0
92,87.0
93,60.0
94,55.0
95,41.0
96,19.0
97,79.0
98,74.0
99,55.0
100,20.0
101,18.0
102,10.0
103,12.0
104,19.0
105,51.0
106,31.0
107,16.0
108,16.0
109,12.0
110,19.0
111,49.0
112,22.0
113,127.0
114,24.0
115,42.0
116,22.0
117,16.0
118,15.0
119,20.0
120,19.0
121,74.0
122,22.0
123,46.0
124,14.0
125,58.0
126,40.0
127,30.0
128,22.0
129,16.0
130,43.0
131,85.0
132,12.0
133,39.0
134,53.0
135,18.0
136,82.0
137,39.0
138,13.0
139,23.0
140,49.0
141,53.0
142,74.0
143,47.0
144,11.0
145,12.0
146,12.0
147,16.0
148,20.0
149,47.0
150,57.0
151,19.0
152,24.0
153,40.0
154,18.0
155,31.0
156,53.0
157,16.0
158,21.0
159,12.0
160,51.0
161,22.0
162,43.0
163,12.0
164,24.0
165,14.0
166,119.0
167,14.0
168,61.0
169,34.0
170,32.0
171,42.0
172,22.0
173,44.0
174,16.0
175,18.0
176,38.0
177,98.0
178,80.0
179,18.0
180,68.0
181,27.0
182,56.0
183,124.0
184,69.0
185,20.0
186,102.0
187,15.0
188,69.0
189,42.0
190,24.0
191,14.0
192,11.0
193,49.0
194,37.0
195,22.0
196,13.0
197,13.0
198,14.0
199,39.0
200,18.0
201,26.0
202,71.0
203,59.0
204,14.0
205,51.0
206,27.0
207,67.0
208,28.0
209,76.0
210,97.0
211,58.0
212,18.0
213,54.0
214,87.0
215,29.0
216,43.0
217,43.0
218,12.0
219,118.0
220,30.0
221,89.0
222,12.0
223,24.0
224,38.0
225,56.0
226,21.0
227,26.0
228,13.0
229,68.0
230,21.0
231,82.0
232,28.0
233,89.0
234,52.0
235,131.0
236,10.0
237,53.0
238,19.0
239,42.0
240,86.0
241,142.0
242,49.0
243,15.0
244,32.0
245,52.0
246,44.0
247,35.0
248,50.0
249,74.0
250,36.0
251,47.0
252,79.0
253,13.0
254,8.0
255,26.0
256,15.0
257,22.0
258,12.0
259,42.0
260,34.0
261,294.0
262,30.0
263,54.0
264,54.0
265,57.0
266,9.0
267,16.0
268,16.0
269,15.0
270,19.0
271,30.0
272,45.0
273,76.0
274,94.0
275,21.0
276,22.0
277,29.0
278,11.0
279,18.0
280,22.0
281,17.0
282,25.0
283,10.0
284,14.0
285,61.0
286,66.0
287,47.0
288,43.0
289,75.0
290,38.0
291,88.0
292,67.0
293,61.0
294,47.0
295,17.0
296,27.0
297,51.0
298,24.0
299,130.0
300,10.0
301,9.0
302,36.0
303,23.0
304,10.0
305,84.0
306,67.0
307,53.0
308,57.0
309,56.0
310,95.0
311,44.0
312,122.0
313,10.0
314,41.0
315,113.0
316,64.0
317,32.0
318,42.0
319,114.0
320,13.0
321,65.0
322,15.0
323,112.0
324,12.0
325,90.0
326,110.0
327,70.0
328,59.0
329,37.0
330,17.0
331,33.0
332,12.0
333,71.0
334,50.0
335,15.0
336,65.0
337,15.0
338,157.0
339,112.0
340,21.0
341,47.0
342,22.0
343,54.0
344,11.0
345,72.0
346,128.0
347,28.0
348,16.0
349,45.0
350,35.0
351,12.0
352,108.0
353,75.0
354,20.0
355,19.0
356,56.0
357,10.0
358,149.0
359,36.0
360,11.0
361,141.0
362,28.0
363,29.0
364,53.0
365,59.0
366,29.0
367,159.0
368,19.0
369,313.0
370,17.0
371,10.0
372,139.0
373,32.0
374,35.0
375,35.0
376,27.0
377,16.0
378,114.0
379,26.0
380,90.0
381,16.0
382,18.0
383,81.0
384,153.0
385,103.0
386,102.0
387,40.0
388,10.0
389,113.0
390,29.0
391,83.0
392,69.0
393,12.0
394,62.0
395,13.0
396,59.0
397,82.0
398,54.0
399,139.0
400,22.0
401,101.0
402,29.0
403,13.0
404,89.0
405,13.0
406,124.0
407,53.0
408,71.0
409,76.0
410,21.0
411,68.0
412,27.0
413,83.0
414,69.0
415,28.0
416,20.0
417,26.0
418,97.0
419,13.0
420,44.0
421,140.0
422,93.0
423,66.0
424,38.0
425,29.0
426,31.0
427,15.0
428,25.0
429,111.0
430,15.0
431,104.0
432,30.0
433,18.0
434,60.0
435,33.0
436,9.0
437,30.0
438,59.0
439,59.0
440,57.0
441,148.0
442,219.0
443,15.0
444,67.0
445,165.0
446,61.0
447,96.0
448,43.0
449,55.0
450,112.0
451,11.0
452,72.0
453,44.0
454,24.0
455,79.0
456,56.0
457,10.0
458,13.0
459,78.0
460,110.0
461,43.0
462,49.0
463,50.0
464,185.0
465,142.0
466,33.0
467,22.0
468,9.0
469,11.0
470,87.0
471,95.0
472,160.0
473,11.0
474,11.0
475,79.0
476,22.0
477,70.0
478,23.0
479,26.0
480,299.0
481,8.0
482,55.0
483,89.0
484,10.0
485,72.0
486,137.0
487,67.0
488,26.0
489,22.0
490,24.0
491,153.0
492,17.0
493,460.0
494,64.0
495,133.0
496,49.0
497,112.0
498,12.0
499,11.0
500,85.0
501,41.0
502,24.0
503,28.0
504,119.0
505,13.0
506,68.0
507,10.0
508,67.0
509,130.0
510,82.0
511,63.0
512,23.0
513,41.0
514,14.0
515,9.0
516,13.0
517,10.0
518,19.0
519,26.0
520,148.0
521,14.0
522,43.0
523,38.0
524,103.0
525,13.0
526,9.0
527,74.0
528,70.0
529,66.0
530,130.0
531,28.0
532,13.0
533,22.0
534,51.0
535,35.0
536,64.0
537,75.0
538,60.0
539,70.0
540,35.0
541,74.0
542,91.0
543,101.0
544,61.0
545,9.0
546,116.0
547,96.0
548,142.0
549,12.0
550,14.0
551,74.0
552,84.0
553,48.0
554,11.0
555,63.0
556,54.0
557,17.0
558,52.0
559,128.0
560,42.0
561,14.0
562,13.0
563,67.0
564,28.0
565,27.0
566,45.0
567,12.0
568,111.0
569,9.0
570,131.0
571,56.0
572,19.0
573,12.0
574,82.0
575,35.0
576,21.0
577,32.0
578,18.0
579,105.0
580,10.0
581,17.0
582,15.0
583,64.0
584,121.0
585,28.0
586,58.0
587,24.0
588,32.0
589,43.0
590,61.0
591,79.0
592,108.0
593,29.0
594,126.0
595,71.0
596,62.0
597,83.0
598,13.0
599,52.0
600,66.0
601,25.0
602,123.0
603,12.0
604,113.0
605,23.0
606,47.0
607,275.0
608,42.0
609,237.0
610,10.0
611,16.0
612,221.0
613,93.0
614,17.0
615,14.0
616,17.0
617,58.0
618,9.0
619,88.0
620,10.0
621,63.0
622,47.0
623,23.0
624,76.0
625,71.0
626,45.0
627,84.0
628,72.0
629,9.0
630,15.0
631,20.0
632,14.0
633,9.0
634,228.0
635,27.0
636,17.0
637,38.0
638,74.0
639,51.0
640,94.0
641,25.0
642,13.0
643,93.0
644,92.0
645,102.0
646,55.0
647,142.0
648,90.0
649,18.0
650,161.0
651,9.0
652,98.0
653,10.0
654,63.0
655,9.0
656,38.0
657,97.0
658,90.0
659,145.0
660,11.0
661,92.0
662,53.0
663,37.0
664,8.0
665,134.0
666,82.0
667,15.0
668,183.0
669,17.0
670,15.0
671,59.0
672,144.0
673,45.0
674,77.0
675,152.0
676,131.0
677,122.0
678,90.0
679,176.0
680,76.0
681,84.0
682,107.0
683,21.0
684,10.0
685,12.0
686,134.0
687,24.0
688,64.0
689,136.0
690,85.0
691,101.0
692,183.0
693,193.0
694,61.0
695,65.0
696,91.0
697,154.0
698,33.0
699,136.0
700,66.0
701,119.0
702,17.0
703,232.0
704,58.0
705,9.0
706,109.0
707,38.0
708,82.0
709,101.0
710,82.0
711,46.0
712,11.0
713,28.0
714,9.0
715,10.0
716,11.0
717,124.0
718,13.0
719,87.0
720,108.0
721,25.0
722,74.0
723,61.0
724,80.0
725,124.0
726,19.0
727,48.0
728,10.0
729,17.0
730,79.0
731,60.0
732,19.0
733,13.0
734,13.0
735,44.0
736,11.0
737,138.0
738,185.0
739,19.0
740,17.0
741,10.0
742,9.0
743,164.0
744,46.0
745,79.0
746,53.0
747,97.0
748,59.0
749,31.0
750,173.0
751,122.0
752,72.0
753,191.0
754,57.0
755,74.0
756,121.0
757,8.0
758,97.0
759,15.0
760,48.0
761,83.0
762,110.0
763,41.0
764,74.0
765,116.0
766,10.0
767,118.0
768,76.0
769,32.0
770,20.0
771,16.0
772,137.0
773,52.0
774,93.0
775,28.0
776,54.0
777,113.0
778,72.0
779,63.0
780,151.0
781,100.0
782,94.0
783,68.0
784,113.0
785,45.0
786,9.0
787,9.0
788,83.0
789,119.0
790,14.0
791,36.0
792,128.0
793,85.0
794,122.0
795,24.0
796,103.0
797,81.0
798,15.0
799,104.0
800,20.0
801,61.0
802,48.0
803,102.0
804,84.0
805,113.0
806,21.0
807,79.0
808,154.0
809,10.0
810,23.0
811,73.0
812,155.0
813,107.0
814,14.0
815,74.0
816,69.0
817,87.0
818,22.0
819,10.0
820,65.0
821,66.0
822,164.0
823,31.0
824,35.0
825,177.0
826,222.0
827,225.0
828,45.0
829,22.0
830,30.0
831,138.0
832,111.0
833,38.0
834,70.0
835,175.0
836,53.0
837,9.0
838,54.0
839,11.0
840,24.0
841,62.0
842,10.0
843,64.0
844,100.0
845,41.0
846,47.0
847,10.0
848,126.0
849,10.0
850,17.0
851,21.0
852,34.0
853,15.0
854,47.0
855,86.0
856,11.0
857,26.0
858,40.0
859,45.0
860,11.0
861,70.0
862,81.0
863,125.0
864,23.0
865,46.0
866,236.0
867,19.0
868,28.0
869,11.0
870,100.0
871,71.0
872,81.0
873,136.0
874,312.0
875,15.0
876,80.0
877,61.0
878,51.0
879,90.0
880,51.0
881,32.0
882,132.0
883,14.0
884,52.0
885,9.0
886,18.0
887,9.0
888,31.0
889,68.0
890,27.0
891,77.0
892,11.0
893,95.0
894,54.0
895,22.0
896,66.0
897,66.0
898,55.0
899,84.0
900,15.0
901,84.0
902,8.0
903,82.0
904,65.0
905,40.0
906,24.0
907,99.0
908,63.0
909,27.0
910,90.0
911,16.0
912,9.0
913,77.0
914,93.0
915,10.0
916,9.0
917,12.0
918,93.0
919,65.0
920,76.0
921,180.0
922,73.0
923,102.0
924,22.0
925,30.0
926,9.0
927,110.0
928,123.0
929,136.0
930,21.0
931,128.0
932,120.0
933,15.0
934,69.0
935,121.0
936,46.0
937,54.0
938,55.0
939,11.0
940,114.0
941,148.0
942,55.0
943,10.0
944,9.0
945,40.0
946,77.0
947,81.0
948,203.0
949,16.0
950,81.0
951,72.0
952,10.0
953,284.0
954,79.0
955,13.0
956,74.0
957,53.0
958,216.0
959,104.0
960,121.0
961,62.0
962,58.0
963,12.0
964,65.0
965,127.0
966,154.0
967,412.0
968,92.0
969,175.0
970,93.0
971,12.0
972,26.0
973,60.0
974,30.0
975,112.0
976,78.0
977,57.0
978,23.0
979,79.0
980,133.0
981,61.0
982,40.0
983,26.0
984,16.0
