episode_E,Exploration Evolution
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,0.9444444444444444
29,1.0
30,1.0
31,0.9622641509433962
32,0.9230769230769231
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,1.0
49,1.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,1.0
59,0.9166666666666666
60,1.0
61,0.9523809523809523
62,1.0
63,0.9166666666666666
64,1.0
65,0.9714285714285714
66,1.0
67,1.0
68,1.0
69,1.0
70,0.9714285714285714
71,1.0
72,1.0
73,1.0
74,1.0
75,0.9090909090909091
76,0.9
77,0.9
78,0.9333333333333333
79,1.0
80,1.0
81,0.9705882352941176
82,1.0
83,1.0
84,1.0
85,1.0
86,0.9230769230769231
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,0.9333333333333333
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
101,1.0
102,0.9166666666666666
103,1.0
104,0.9375
105,0.9166666666666666
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,0.9310344827586207
112,1.0
113,0.972972972972973
114,1.0
115,1.0
116,1.0
117,0.9130434782608695
118,1.0
119,1.0
120,0.9333333333333333
121,1.0
122,0.9642857142857143
123,0.8947368421052632
124,1.0
125,0.95
126,1.0
127,1.0
128,1.0
129,1.0
130,1.0
131,0.9333333333333333
132,0.9166666666666666
133,0.9615384615384616
134,0.9772727272727273
135,1.0
136,1.0
137,1.0
138,1.0
139,0.875
140,1.0
141,1.0
142,1.0
143,0.9166666666666666
144,1.0
145,1.0
146,1.0
147,1.0
148,1.0
149,1.0
150,0.9354838709677419
151,0.9090909090909091
152,0.9523809523809523
153,0.9444444444444444
154,0.9166666666666666
155,1.0
156,0.9166666666666666
157,0.8695652173913043
158,1.0
159,0.96
160,1.0
161,1.0
162,0.7222222222222222
163,0.9545454545454546
164,1.0
165,1.0
166,1.0
167,1.0
168,1.0
169,0.92
170,0.8666666666666667
171,0.9411764705882353
172,0.9
173,1.0
174,1.0
175,1.0
