epoch,r2score
1,-0.7118257065245268
2,-0.6589934187888495
3,-0.5798833866673527
4,-0.5869052098877616
5,-0.6235994842673096
6,-0.6877517499114285
7,-0.6017459690408169
8,-0.5891397711613127
9,-0.46528075250252665
10,-0.5520141124642206
11,-0.44450233631985103
12,-0.3617850972944816
13,-0.38590842881178045
14,-0.37812012195354505
15,-0.29510883133014154
16,-0.2765789759683588
17,-0.3206080922594594
18,-0.0760177121080059
19,-0.19403649198699635
20,-0.262749226099785
21,-0.14781153685907866
22,0.023319711774262397
23,-0.1097606047750439
24,0.042948991901541556
25,0.01859503899921877
26,-0.0933067041984208
27,-0.08260388877399949
28,-0.08142961208873367
29,0.032111711747974
30,-0.13704216238170597
31,0.035669946805808594
32,-0.0967195820496054
33,0.0010701219440560905
34,-0.021530468865897934
35,-0.06813589530252195
36,-0.13648002190820008
37,0.011489165780593336
38,-0.032546049206691796
39,-0.0015078411689273263
40,0.010153665233020859
41,-0.01771973669284277
42,0.06245474702773046
43,0.07611085246980065
44,0.07645212501516974
45,0.07320659064121182
46,-0.03583628507020542
47,0.00713057988911503
48,-0.011787956586587267
49,0.053209899337089306
50,0.07947635638932149
51,0.15140035307425492
52,-0.005033857711276735
53,0.10127139587918033
54,0.005794491809266056
55,0.035147921770880886
56,-0.0018453598190204534
57,0.14288261812837877
58,0.1462078943984476
59,0.13497619220299162
60,0.09376072344788156
61,0.13933336618667913
62,0.08437269371461198
63,0.026960146392637108
64,0.12537870620679292
65,0.12403261327859705
66,0.1361350649426395
67,0.11299964942069418
68,0.15523533291218838
69,0.12058165301245594
70,0.12705650696397053
71,0.11975833630854249
72,0.06874959706025585
73,0.1430660255964571
74,0.1260812949183313
75,0.1605284651315224
76,0.153075616536948
77,0.12083645317019032
78,0.16747032592653033
79,0.1458139166604594
80,0.1908711451527093
81,0.1664159784766831
82,0.20630662013454304
83,0.15486387636742782
84,0.14423596570137842
85,0.1550024752312934
86,0.1428932325341863
87,0.1690993422340883
88,0.17177818458482008
89,0.17840368078150104
90,0.13796338989923151
91,0.15806040468638505
92,0.13957244202645247
93,0.13522537492527675
94,0.17736203166379294
95,0.17100923209805907
96,0.21560858778075254
97,0.16340083355403812
98,0.2579923186877193
99,0.1725834538703589
