epoch,r2score,r2score2,r2score3,r2score4,r2score5,r2score6,r2score7,r2score8,r2score9,r2score10,r2score11,r2score12,r2score13,r2score14,r2score15,r2score16,r2score17,r2score18,r2score19
77,0.14532449031038774,0.20280654219389516,0.140049120270195,0.1435561903053788,0.1801619268247101,0.18894829540388502,0.20145901782191622,0.1870478021314197,0.1530425533050206,0.12241698611636143,0.15867544175079673,0.12021304195841842,0.19663763218485997,0.1603264571658588,0.1820554496152076,0.20295283102144912,0.1837318732764711,0.16218476483163302,0.13819335084099138
78,0.2242610080417441,0.1475626228231307,0.12464497269275221,0.14332945550631448,0.1706268690207785,0.09164704555871717,0.1314658490055176,0.16951036664813013,0.18288311977513305,0.18613639892749423,0.12257483637126854,0.18635230048014972,0.16808481085730598,0.15973892072853602,0.17784985808699505,0.13759094171885278,0.16305131610156864,0.18311590563356206,0.2335543077201221
79,0.19799240623079295,0.14756424949343294,0.15496638888890457,0.14392398769979065,0.21092527866440203,0.17110671918414422,0.16940867636429313,0.17391785749920996,0.18193050856974569,0.17192297745781226,0.13495776026991446,0.18124640299742423,0.16682749965610688,0.18383447999557134,0.18333999874197804,0.16615634000164847,0.12311657824784106,0.13631401059309778,0.17300600355934426
80,0.19049035008493032,0.12598654510823137,0.17139190054371733,0.1715576897800437,0.15999719225908637,0.11772011803075333,0.16497355744098496,0.1814835444851366,0.22068726608585998,0.15986745771334443,0.0890511943637361,0.16161627603126894,0.17234560354994588,0.1751040833271521,0.1717332148207089,0.1515863495584603,0.1410795442673164,0.12924634075053565,0.12388520234397049
81,0.20297113248878784,0.1316017445838511,0.10852216482262311,0.176724872540293,0.11052029086038917,0.16213835893049777,0.20016298408746025,0.1828074157390579,0.19119549125877777,0.18394670399575375,0.25247386784159875,0.2060537399798592,0.20020390597469573,0.17764159182874584,0.1775952108572042,0.1844631377407464,0.15977086692963294,0.16695734353677838,0.14380488014721615
82,0.16043432689982562,0.2150851207499176,0.1521627474395868,0.20489151202487044,0.21360586760931854,0.17434451142925345,0.163477348926386,0.1800908532772728,0.1632454770945747,0.18341105914236322,0.1815791792298198,0.15175519469595145,0.16086657244460867,0.1479871503494944,0.19620639543338103,0.15236637350652105,0.156326311293574,0.1670120463270861,0.20732089046018776
83,0.2334821290242377,0.1673451115584874,0.18589849741090736,0.22842091767213468,0.14398160294285833,0.1380118926098295,0.18709063906624335,0.14125049386795618,0.16226190104070604,0.1660671048620469,0.12637035574995759,0.15045301102458197,0.14682054499122188,0.20943108706337765,0.18572557943411205,0.18016906571288283,0.17697194152767692,0.1730031566883664,0.13666999094864696
84,0.16086730786382986,0.18178645190005716,0.15194900652685284,0.23662839266209523,0.16694440317740866,0.22849492376794878,0.1795687970515647,0.19191228105224856,0.25756592053340244,0.19995577470206138,0.12852774312687865,0.20517762372455683,0.18525414940887963,0.1661127640286214,0.12700546251077915,0.1282117460257962,0.1274471252290511,0.22068608910295062,0.18605240872083084
85,0.1497096107929894,0.2143409475897421,0.14697849790004258,0.15380792463077986,0.1763847740248764,0.1608597058161534,0.17234719473015314,0.20870633680499062,0.1547275894461404,0.1916567294028909,0.169443495202527,0.19519283812352684,0.1304818727804965,0.23726899073613772,0.20155638873290005,0.12731224983990652,0.13206220982535988,0.17239773185348306,0.12301447511386188
86,0.1631165456268039,0.23031010535916108,0.20265496171088238,0.20414176713198218,0.19250832394084583,0.2320748237208058,0.1852445647713029,0.18473342073179067,0.21582513755853072,0.23486958312911532,0.24728454015632573,0.19485237856684723,0.20721790514974825,0.15643311568391682,0.18808623070515118,0.17447511117934222,0.1987067880343545,0.1741629249454505,0.16288738941537428
87,0.20627217750547988,0.21637547043421812,0.16683048568047065,0.1851073791343597,0.1850300840062562,0.18512423888263974,0.17431984735861705,0.14348328863892024,0.19852009088965739,0.20911114335096825,0.15916352835275227,0.2423918360614553,0.17559988672023674,0.210897292063979,0.1091287780484601,0.15068370426857047,0.18882613158743833,0.14218926699823198,0.17495985248986112
88,0.2106142877070416,0.19589144348288456,0.2826855177161517,0.20896039329252192,0.15700718652523593,0.22571078903048292,0.23152829169834122,0.15214751981001795,0.16916099469679435,0.154924899412067,0.24957958521634138,0.1656760854733892,0.23400733328343803,0.2399499491583975,0.16341912425482763,0.19563744502863245,0.1539917468916474,0.1724860598730601,0.20787576404266306
89,0.18914841391698467,0.20400813659725114,0.15802838641507588,0.13381593883585663,0.21834135640524432,0.12817374538698634,0.15392485682960622,0.2689462160635231,0.18527651265329081,0.1725673961124794,0.22123889900581994,0.21613816496755411,0.19568725260475006,0.17514754993310533,0.18996989757262062,0.1371205373071942,0.18135499790895748,0.1973756020866373,0.2639570318683685
90,0.1894328703602649,0.2121808821298281,0.19308676163739036,0.16799411555628718,0.17829969187455608,0.1734425547780737,0.17781435864310824,0.10930668340606953,0.2067552016852674,0.15311846939697493,0.23105563064093237,0.21675648255400748,0.23100212284327926,0.19007898358432473,0.16578922813508212,0.17486198466622638,0.20366002534710026,0.17050732628243015,0.17348653366029454
91,0.15432310018365503,0.18311249193540513,0.17676106184885398,0.20896731354118891,0.17404378511792573,0.23478035366082606,0.1645676351839347,0.1599839221892152,0.21381533377446404,0.18884364627861505,0.17355897024859446,0.22140692075365853,0.060491512195942954,0.19712654890630943,0.17174236310554036,0.1639652439757615,0.22431914627736937,0.17815078187125177,0.19361036745571636
92,0.17770821029450334,0.1809941190464045,0.15402164157963727,0.20008355509864528,0.14996490031213194,0.15480901368716227,0.19732657495466965,0.1884692455850836,0.20267116734838486,0.15662310928951106,0.22079434729818237,0.2288254087771764,0.23173611732916932,0.25920262438045405,0.24379777742891184,0.191685934160425,0.18603515916400226,0.19112882042743995,0.18201059355260685
93,0.17280639707125245,0.1981614838777792,0.22144510164168285,0.20057274674202463,0.19974691100597874,0.1775598986936352,0.20774174683353697,0.24680587919048058,0.16256239247311044,0.1733832717911452,0.28216497588307365,0.1889762094901445,0.20230536883858385,0.18229123515865353,0.20145491790559877,0.2066686129151778,0.1903671012911382,0.2118085732929771,0.1745784554585812
94,0.1944028721499801,0.2338433085242081,0.21815404403447058,0.1904570720167693,0.24589836805242626,0.16787351896513747,0.20283302721641538,0.21223352992655542,0.22067284566115475,0.18998310482318115,0.23537415841606135,0.25305206830139737,0.21944843196059582,0.14289345206797133,0.20440141019992175,0.20027985910248447,0.1927342113723639,0.20910956094612865,0.20549323517509754
95,0.18363472938140124,0.13504052063474614,0.2213951576725819,0.18948056545096026,0.20678222850278283,0.2506614990276289,0.23528492456371608,0.2011598621280274,0.24179828803341696,0.22496881432834825,0.2404954831905458,0.1944614947474842,0.23014553481969813,0.2265436878788536,0.21024027291070158,0.19039750259522403,0.19226072306578212,0.2053493372722699,0.14373812873691805
96,0.25303991945174653,0.24400765426879034,0.2603844991892075,0.19556517626718106,0.2527562349740299,0.18448352084217523,0.20211461968299282,0.19717462340639025,0.22400676594101943,0.1519364967430814,0.250025341158996,0.15878048088964325,0.23458716091083043,0.20006576333563664,0.23900021482972766,0.2210316145051715,0.25334792907063486,0.23446912252675567,0.13415170756594264
97,0.19529013281564256,0.16502644350223494,0.2601157216154939,0.21118045952470332,0.22737469982309955,0.2293750857811726,0.23222009591525272,0.2277668741352168,0.28999390991331786,0.1915092497305798,0.1305688268055838,0.15081673468611734,0.18420924234643976,0.18006660930329244,0.2485766438967404,0.21761442010371568,0.20113252150714933,0.22933780312611607,0.20943156271832608
98,0.19036770213877108,0.24427783994803276,0.16989618772723825,0.22312251263606186,0.19507010068717212,0.20582557667704127,0.2275097588789915,0.19777470218924853,0.178821791701119,0.2634320408600628,0.18838242114571857,0.2161706187223713,0.2308845215232297,0.2314471320035657,0.20326614258504982,0.2217239161695551,0.19060179536617894,0.22027116854719153,0.1800698515954845
99,0.23126585375624387,0.22415937294984856,0.241017771944243,0.19511651497083704,0.2797020471471857,0.1930319392650819,0.2911809096438308,0.22701895428921448,0.17815765085869772,0.24076379693618477,0.15033082207857718,0.21216227975203383,0.22731197207834253,0.22002196976243138,0.21729063716744812,0.19852525957145262,0.22499245858015016,0.23945108181880326,0.25263003386744465
