epoch,r2score,r2score2,r2score3,r2score4,r2score5,r2score6,r2score7,r2score8,r2score9,r2score10,r2score11,r2score12,r2score13,r2score14,r2score15,r2score16,r2score17,r2score18,r2score19
11,-0.41164093652874034,-0.3317016371391701,-0.4065497870315711,-0.47675797849767965,-0.5631528895258999,-0.4337766537791663,-0.5301870476527524,-0.3201786190534799,-0.35779914742172525,-0.46237957176016553,-0.39720618571202304,-0.4284861040408954,-0.40013744947820573,-0.30368569751014585,-0.47733925525646037,-0.2874435511026501,-0.382814370092426,-0.5162287806594414,-0.5718433559895773
12,-0.4281513841434985,-0.2738817083109937,-0.3356015450886254,-0.43599974332732727,-0.3645224739358437,-0.3918750557825008,-0.4027633713625538,-0.4928550374230751,-0.3802163135872496,-0.346400499615269,-0.3993455448888408,-0.33405193110741416,-0.35812909231227885,-0.3326408210423528,-0.29050691717534716,-0.48257878743298455,-0.5065655828615907,-0.28256552829139103,-0.47569812914008835
13,-0.45590794432255466,-0.4067612571107426,-0.31325206042734965,-0.2572460395790277,-0.42486184448786557,-0.28154520538359185,-0.2332411787968709,-0.2335768780765135,-0.33061595257810916,-0.3145022862539564,-0.20733681352824096,-0.296413819371099,-0.4297334050982331,-0.2973980978689139,-0.4422919369147813,-0.2651701107247977,-0.36279733303075257,-0.38160073288709473,-0.4346433910500693
14,-0.2740406948775742,-0.32668848782927906,-0.32562942869384215,-0.3239124137126652,-0.4972444903709692,-0.2670753292889547,-0.3778960204703279,-0.23183537032438228,-0.22926740567366521,-0.20248225052586388,-0.47018498035063017,-0.41183863747749916,-0.26936618551190916,-0.19447521089772635,-0.2891684347368877,-0.30972281918683287,-0.40411001579568606,-0.30492020442298107,-0.33167204503073644
15,-0.31421372035225614,-0.35066737751177324,-0.2850058580441277,-0.3067677839794414,-0.15935255495821954,-0.3400451193754237,-0.3075420138441085,-0.3575573395611813,-0.5081383487577618,-0.12319397335738769,-0.22863293882496127,-0.19481361307240808,-0.19647471972636832,-0.3411785356081123,-0.24556928848991566,-0.3769335805287284,-0.257517427785231,-0.39379974646430993,-0.2517404854247598
16,-0.20125725810195916,-0.43177392439918516,-0.29355067814119185,-0.34719893410965774,-0.2727576145005488,-0.2912351914690381,-0.20825970899603918,-0.22687068778656183,-0.23667780685014517,-0.2900075590292006,-0.1265123681988185,-0.3559825636321394,-0.3355909830734918,-0.3322187116155484,-0.16117812479809035,-0.2726306960723306,-0.16132317112125283,-0.19691509484557712,-0.3421400483596506
17,-0.25086213381797284,-0.2200936657193704,-0.4505945988638129,-0.22950599534324612,-0.2204184761491479,-0.4202342566665691,-0.216456106392384,-0.21320643131243733,-0.21936376833144666,-0.3129496415950255,-0.3260576479778359,0.005324033445653575,-0.20201381649889272,-0.2667424207443967,-0.35484505666391475,-0.11223219033158283,-0.2333515791782148,-0.3675840545163427,-0.16130359262613658
18,0.0007521350304043883,-0.18602673068988018,-0.1586628072342915,-0.2307271426123656,-0.2661134173534021,-0.2877676633258939,-0.10475214223553975,-0.23300293145809725,-0.3304442036141064,-0.08315766272971215,-0.19435217814773464,-0.08574868914006317,-0.016905514593321014,-0.2772101341650406,-0.4064969360271613,-0.2053102444158803,-0.31327238862859796,-0.3507400024525211,-0.21779069635700643
19,0.02302387907475989,-0.1004741026023106,-0.07841655998117414,-0.190707074338891,-0.4906951950075633,-0.1600777521406096,-0.37727302007098373,-0.06256355125369706,-0.23248070820956968,-0.07633811284314973,-0.1584252948685183,-0.26481663081356577,-0.134363514093089,-0.21951923892395464,-0.18379348030799236,-0.17682836618843334,-0.16282593320459404,-0.22174664788963727,-0.0766570846143706
20,-0.13616019383779587,-0.17815929915539774,-0.389015724793379,-0.2232880371089736,-0.0837514219237554,-0.09866443355928478,-0.39306756002255727,-0.16783781890747163,-0.19856349418591535,-0.264587711036818,-0.15650560133954028,-0.20968259677660717,-0.10091933785697083,-0.12624263070931763,-0.3966903004813438,-0.36656176123002027,-0.39510624598929267,-0.16551123669149925,-0.0380308124545754
21,-0.1679685072795445,-0.019806871267717963,-0.16829599813287843,-0.24269577440618573,-0.2222960188527734,-0.11371035802974427,-0.07463197211705874,-0.2113417014315122,-0.1987147845153534,-0.14825837229807082,-0.11408114641420397,-0.07962845355514214,-0.07200092205083797,-0.18663296931853957,-0.06654970346637135,-0.06781583085605591,-0.16025233481901813,-0.03910154508181507,-0.11800884400950218
22,-0.26157211511699563,-0.1773148475659505,-0.12456130001149335,-0.0935925658372112,-0.12147159047506051,-0.08647240894192021,-0.13952787144508894,-0.20697196228842474,-0.03872450457442422,-0.240919731254716,-0.2662281003043281,0.026329769369418665,-0.03671138289072373,-0.1212844228530412,-0.211912671738419,-0.09595159565518463,-0.02283861318925373,-0.13786700652806627,-0.10304040740737386
23,-0.06331501837787679,-0.02614644632795282,-0.3876948347439322,-0.021548116443043552,-0.15162053112670693,0.027186473518453935,-0.030710478728187995,-0.057929046862528644,-0.08913362469089647,-0.13462337279946346,-0.09535765948532471,-0.14494074655244304,-0.19089999303348226,-0.14045519258628913,-0.13602290636983572,-0.04206358629912166,-0.16283773237501675,-0.10534607247257632,-0.1119250265823224
24,-0.07908924470560197,0.013566590169935888,-0.08033439159930156,-0.18605598967057735,-0.09219278738360837,-0.11303567051372387,-0.16150179626465122,-0.023722840717310234,-0.09702185496463178,-0.1535854199846134,-0.020566628347212124,-0.10715795700412811,-0.04037758509715994,-0.09515965178816854,0.00538194053058505,-0.09153770178942344,-0.018739974303316753,-0.07773097865980216,-0.017651857042291663
25,0.06020969777311724,0.02941589201769157,-0.2217700535843865,-0.1369618178849772,-0.09186865252950582,-0.11660133284326135,0.017619850211331056,-0.015532763748992373,-0.07315407875850166,-0.11997835111254473,-0.09569176156864323,-0.08337815798651915,-0.07309553553716652,0.051852281064100225,-0.07706097054609251,-0.06838185043440514,0.07104809061038608,-0.07887893251342559,0.009083229458597186
26,0.018637660907578013,0.005997264943714997,0.12938797862034834,-0.1349020713920117,0.10025218412724457,-0.05146807086000349,-0.06572839766478689,0.018449209745644013,-0.1004342679442376,-0.07311574726214043,-0.20644604001830769,-0.08666557307944567,-0.011500203676539478,-0.020805800390215623,-0.07436219225049556,-0.07095778293594668,0.019746933844329462,-0.054258825555704604,-0.06415393604729336
27,0.03308131504962164,-0.17944514185477267,0.06701179055319928,-0.1571132990652515,-0.08735676511440049,-0.0292197817189781,-0.0805010076958308,-0.10189254900660205,-0.11891117166034748,0.043970298534316,-0.05003541760103136,0.07819053054842129,0.09472690570949449,-0.12993473707536873,0.046812485542291116,-0.018316039067362233,-0.02415104630593401,-0.08199931458271381,0.0277162240610761
28,-0.043685891352491346,-0.0001206551397205935,0.014853960213001227,0.017521121249344462,-0.11744098710967998,-0.0710818274063103,-0.048111150591184204,-0.051574619825497825,-0.14479680313836707,-0.028782119304278764,-0.023278897600244042,-0.24834678348363037,0.06327110472165431,-0.14786709957611088,-0.1027533939846379,-0.0002989679230154252,-0.007924893472347039,-0.03722367693605921,0.043354646152728216
29,-0.06635541418200908,-0.1283446427071424,-0.09884419537054145,0.007095944974968682,0.021185233779337787,-0.06569792829727583,0.08315848645702317,-0.06812151718423953,-0.036407060615713416,-0.03633023315279993,0.01882756606784719,-0.15419962681281807,-0.06738668746764365,0.011736774369499825,0.07344982566646063,-0.0452748375648917,0.025053859751491436,0.02476830019476206,-0.03103958252530714
30,0.0019298704558394775,-0.10535135543754115,-0.04665134046609043,0.031286459314948334,0.024823966563281008,0.004778384238429689,-0.13116231312609572,-0.01016069724779034,-0.11617455543126898,-0.08096211949151311,-0.14596795919116778,-0.055859624179456,0.03440225794561713,0.07593713582054407,-0.1606548645108008,-0.10770573342745515,-0.12828196753957521,0.02597916562784308,-0.12061204329991915
31,-0.06755809179705707,-0.048974327778398496,-0.02543210995077483,-0.06843734811228863,0.05958027197299964,0.005833755214011083,-0.02121587207805531,0.022707989417805052,-0.08384209297868228,-0.08228723555865325,0.04285177327510381,-0.11542323003478949,0.047048827113051694,0.019593247776478084,-0.012882058608386204,-0.13896389386495311,-0.02568442291949924,-0.002014364343371655,-0.015623344711826359
32,0.010209337118038286,0.0510532084499945,-0.11785320814809763,-0.005852146225605814,-4.769835808837719e-05,0.09279846910665779,-0.013178274849245941,0.059846240290544084,0.006021281022760228,0.0040478641445242936,0.08342064154784523,0.02728692212158479,0.0011479148060455913,0.05691193467862621,0.001553972007462101,-0.06596222665769691,0.048158667617251405,-0.19539998506867717,0.04775665045482402
33,0.08046528944795017,-0.17009657707265324,0.023577989572656666,-0.04468416253681973,-0.09417834911244438,0.005071511047347599,-0.07537487461291947,-0.03506585068512491,-0.13961723243129764,-0.05765625028236143,-0.05165321090259245,-0.11098066192809086,0.01731550833130835,0.059929439730669,-0.11264333567949292,-0.037407593925187,-0.08127869554789724,0.03957710263855674,0.0005802527978863159
34,0.0068095297722097214,-0.04524081742837516,-0.06719658558767905,0.0698124547111334,0.02371079891065586,-0.014002035342630892,-0.008630682089634467,0.040128557627260975,-0.006274636940593936,-0.017501936398772067,0.0770300906938639,0.09141088975308143,0.002870566151685461,0.03623001551509475,-0.0468122504607682,0.01890886318570928,-0.023915089802732714,0.06990967651159408,-0.05848021526087144
35,-0.10581672881580517,0.02059075799006138,-0.10953695942812147,0.042966834395898545,0.010298949359567433,-0.05633569785099102,0.012851030500458771,-0.0219667777738084,-0.016591925271630448,0.04551079070590547,0.02951762576506234,0.025287053581882657,0.06079510737180538,0.015249133532355796,-0.002393035934874277,0.038608145744934874,-0.04846417077942222,-0.030331740111624095,0.048443415826644354
36,0.11236692939590676,0.05330726970338484,-0.033016280719932345,-0.0797859369975733,-0.014299079612067667,-0.07620977239531879,-0.07887369978008718,-0.0010279821615510887,-0.06384552323002124,-0.05532520961734266,-0.04197358959084463,0.006170920531765156,0.03219156331879547,-0.04822982439287271,0.0682562672844873,0.05710412184755531,0.07562342394118005,-0.02489468449698018,-0.027907590801600435
37,-0.021555101212421768,-0.01881177224984021,0.017752792293495356,0.032812906918066376,0.09060551170573228,0.04563682124596624,0.0819570358270989,0.014673663630544231,-0.04724760657199556,-0.08060545122270235,0.02382830210256104,0.00024792885453728264,-0.002675586664506513,-0.005252667138255784,0.012950785539984189,-0.11776856569377236,-0.021447496141361322,0.037640845805157364,0.050938165027396454
38,0.017191622665348127,0.007309491103229537,-0.051331773749232035,-0.035304803250598704,-0.011006214798775726,0.11173765722278473,0.02346636533927593,0.16234025323179846,0.050167345088555026,-0.005000593104399487,0.06546232881772807,0.07432172846437202,-0.10419019915150352,0.032589895006690295,0.05729624136807232,0.03708326127231987,0.0551396779621387,0.024239499569635448,0.10180727335577922
39,0.011486414785047527,-0.03666201351475373,-0.019732227555578907,-0.008544137947427144,-0.022326404308258718,0.11847219084113692,0.030090853450555177,-0.039456864559045624,-0.14255570019731034,0.03362463266427085,0.016360362324857936,0.057182542942695536,0.061493439319477816,0.04331115198742996,0.027550483438548823,0.03585890410100934,-0.008362862525512105,-0.005185669532013382,0.038573606710369024
40,0.037319621136686076,0.00046080781336732546,-0.01858526098889368,-0.0030918560834209963,-0.021750945645606867,-0.03593195914269853,0.09620646064317762,-0.06148322635236059,0.011837619891527984,0.09274205465436758,-0.024290587766079508,0.08914285053253279,0.011519658565214863,-0.021618210836001905,-0.08272280021476774,0.033472502523428926,0.1055463502683831,0.05868442576700661,0.03459034759119861
41,0.03160605029587049,0.028342413876454975,-0.06214819015928197,0.08265215832280348,0.02300971851251854,0.023726345278771932,0.06894059619567583,0.010307022691771861,0.02860039584162999,0.04733583981242129,-0.07631284128962634,-0.02600308884394109,-0.012959363856579031,-0.042590323125416996,0.017574437100057794,0.03391542741546494,0.06226773424128451,0.025938953325018277,0.06353663336671178
42,-0.007566408422058801,0.081787620609999,-0.003086895815236579,-0.00463023674394103,0.033262471581484765,0.05137809894407064,0.07363338695686517,-0.01605256112648945,0.10706795311053796,0.08584019794171927,0.026593252339750406,-0.02506830807094973,0.03333695426058492,0.03111130331076406,0.020128413344764784,0.022287538208835667,-0.0036698462994533276,0.06289745237244804,0.033952972730621256
43,0.013236782411877424,0.0003628410277807248,0.047085476480173694,0.05594679952342507,0.0361928459582852,0.11126985682854429,0.03663513465168389,0.05803959700321959,0.04883287580945839,0.07162338364426513,0.09827266001430024,-0.026544646977974207,-0.06405068357409616,0.018492017869680688,0.04033596263961481,0.015298900483003641,-0.0027124742139394975,0.1292771405993327,0.06053921090939374
44,0.03323213105502232,0.08451709301079113,0.1027401502815386,0.038300161084670825,-0.03576262173871658,0.04366082145611072,0.07621195000860259,0.04750516464169463,0.052516321739210614,0.06910120590055024,0.012481071240638686,-0.01740348225519761,0.05522566500977022,0.06601692301597872,0.02251109684520236,0.08211381839487286,0.03245176433849262,0.049870062207122645,0.019525317429014755
45,-0.02361459663039711,0.004012458935327423,0.09055505283785559,0.02082714568494537,0.0008658122555995629,0.030488216508924415,0.0051711022466864875,0.07178520547655498,0.0951244842085811,0.08557659818706687,0.05082414305614891,0.013837015697023114,0.004557065165056495,-0.03885740611609423,0.05198863914607288,0.017430309387900134,0.04052783908932889,0.04474275306450315,0.01745742383047799
46,0.10094315933185705,0.03418932855386647,-0.05065089104045972,0.047230130850661634,0.013353900295821397,-0.009194165209035043,0.08226759133831374,0.00697401438893841,0.05976926595399046,0.11660346690424672,0.07353833630015427,0.050416233320002224,-0.011021787678965778,0.058711805353770075,0.11041769829750325,0.019676280517144873,0.08310621512460381,-0.00487451588870802,0.04001360525163655
47,0.029156544066320067,0.08532124614896275,0.030293655188755264,0.024885721603174926,0.013722230812640124,0.07722453789799777,0.11950248406412234,0.06355241469863127,0.04452992303998826,0.08167086653833722,0.06332399694183488,0.04585610011603869,0.06715078671776764,0.06904251259056238,0.10598195319749026,0.07775958658345927,0.08372077551389145,0.056067819093097215,0.06910073793069527
48,0.0759570946233622,0.035823027034524335,0.10399760805341118,0.09713354089592974,0.08560682386190788,-0.05602301124242648,-0.03867056995149554,0.059334992129583486,0.062229437688309464,-0.0029818793609115435,0.08542095440877628,0.058159370725530346,0.1180067255027496,0.020139130551802387,0.05391197203954323,-0.002832268406110394,0.09362681973937348,0.1130033171521273,-0.008625747427001507
49,0.059362292347754586,0.04528924735464157,0.05552928666481616,0.10792859522306819,0.050456688784556,-0.02657148659782238,0.1001062735565802,-0.009326999337990305,0.10987970567595018,0.11663441255495355,0.05629847717627878,-0.013825972235478545,0.0469838706874961,0.12309601877515775,0.04035716685382129,0.0696679006760117,0.050897187527608856,0.03454828925401898,0.031540475850838634
50,0.14305849852309993,0.0562009771881391,0.0881748728965247,0.0780198493739298,0.17475844113677919,0.044330269541449696,0.08157213609491809,0.03768388734274297,0.05600072264394129,0.06201076771785352,0.0159682062234352,0.037508689054944644,0.08931279229547284,0.08551062092803696,0.14092431091257707,-0.012586792554008186,0.11567766305367011,0.11107796109237178,0.04364789215173093
51,0.027669369069963534,0.02925514560129916,0.08591370985574998,-0.0027285389790101533,0.06933128636108143,0.12447652338379667,0.13886928321779546,0.12041040552883198,0.02676161772622654,0.05298145209955618,0.051317069046469044,0.04746194722415964,0.06810092893932618,0.09209069592473484,0.09327770682205927,0.012392992369646083,0.029648351080000857,0.13052313015550432,0.09158383315394991
52,0.06246473313192202,0.09796065236217,0.16940504991866023,0.06178987398281466,0.06877599020763492,0.07941922247766275,0.12996219861496705,0.01382084575212239,0.018310614225370392,0.111081801332514,0.09846795522964624,0.0684142269380843,0.08389677363986192,0.0731921401772282,0.02346242255060682,0.07338515091937103,0.09524344713100819,0.08471740506943404,0.08877972681565471
53,0.13467497466044542,0.0335092775875232,0.07568419853084607,0.11902240385338203,0.01976255670789051,0.12020567079105071,0.08821044794355448,0.04268922470739367,0.13731520643659245,0.0477588360986122,0.044118058019670725,0.06621550472237459,0.1269630643644707,0.055795987659611024,0.010619956812880083,0.015318166424348134,0.09324341690878779,0.08429176560124463,0.11190945563726817
54,0.02556808238861319,0.14703306172655983,0.10323563240755618,0.0867763407497425,0.11714996936288669,0.11975743021676433,0.05523495444840054,0.018885056336244932,0.12347612834644794,0.10713232273715867,0.10749995003319723,0.02363236251141121,0.10061105729707742,0.08753315221833846,0.08910537340976643,0.11839856284288885,0.040975279880978155,0.09108507737933447,0.13694012980277115
55,0.13385280516467646,0.035201621840363795,0.0625371713978119,0.14029734941822347,0.12539537840189685,0.18790242340145435,0.021525891831522093,0.14755820791338892,0.11895886676972023,0.14782317167325343,0.07569627338446794,0.15898722436812984,0.13907575368022496,0.13986894516579307,0.17638521018539888,0.09064042595776833,0.041628095186738934,0.04928211159875495,0.12784331034230878
56,0.134668361110577,0.0703606076295058,0.14331421598919647,0.08666735030228134,0.15019034321251046,0.08696032121343389,0.08325266244484864,0.09414402297583269,0.04734198939662981,0.08578779504278378,0.09346786828539999,0.11316290967641573,0.11730413356222824,0.03704761596452,0.10184285008763805,0.05962282221154014,0.1147171242576357,0.13929545694824486,-0.017936911045108195
57,0.03193908114006305,0.06362763282604389,0.12346589930003415,0.1053384439841425,0.09710538903416321,0.09877777469024229,0.0586967694568743,0.09026145528419105,0.1283195509656182,0.0799808109333181,0.0927521100292854,0.1241012460871892,0.1375270685555714,0.18116062050151394,0.08583163839741537,0.1292639859134841,0.08402344640722181,0.05693678690951742,0.043415026313911476
58,0.08682274972886184,0.10920430095357758,0.12363161572520254,0.10947465342723717,0.1287926455574665,0.08642421015273527,0.13638463076855079,0.10759990260076724,0.09296027317114353,0.07853431789532528,0.12827315335858036,0.041657338529046406,0.16867077851531487,0.09263892188454681,-0.013441267592117834,0.08974944357567982,0.16316978473077404,0.11656956070271851,0.08942791910038894
59,0.09391175588268819,0.11290069672519165,0.15337553242840674,0.03659388736045366,0.07405360229256197,0.14427361817802598,0.08310660519811697,0.15308709825571332,0.0044537989277736445,0.134790790302724,0.04392761815647639,0.10537720827913444,0.12838013499136136,0.12130509697367065,0.08739480700373858,0.1433352846550584,0.04423259601908647,0.1718086927099869,0.11966002778392937
60,0.13092265814679693,0.10144093970945622,0.19656450207348275,0.06190438275350463,0.04958249595351838,0.08903779062277029,0.1646522637780523,0.13948279114579631,0.09698075470296419,0.01240010320327578,0.15803069531177516,0.11553308627779679,0.07522952867398702,0.17938176970460118,0.09201629976000991,0.05913096410401042,0.08593160675214939,0.07634988251291719,0.1568532814816862
61,0.19219216841069287,0.13653113565434571,0.10228122709187326,0.048681878803452205,0.09080036077655784,0.14399075626490443,0.12238597793217942,0.15656117972186445,0.10795356008080981,0.13695850147615096,0.07925259897653802,0.06382118374093848,0.04416216916092808,0.15254183401719723,0.06271678781733458,0.16983923457419192,0.15181662090788683,0.1850069446347925,0.0931149108606254
62,0.13187498971463085,0.19108751667652712,0.1632802306385066,0.09605391769960991,0.16220017347401883,0.13396445680254365,0.12478261929354162,0.07182735908419113,0.15535339673904713,0.05982191187348129,0.08389047435398944,0.11008452442273664,0.14279609147847594,0.04575706828100645,0.14941576212052965,0.1372631034688464,0.15022708643658766,0.14002917853646768,0.05556764319876273
63,0.090821306657354,0.09083906167628553,0.15908961328431093,0.11288554720871669,0.08699846364092345,0.14246955801866157,0.10598609593798236,0.1810546890727769,0.10433670132485373,0.10732356791305475,0.11430375246951063,0.04915500940771367,0.07785268046238647,0.1997669800463312,0.141092119256785,0.06934296024422282,0.08607003626702314,0.13835297176764738,0.09450072100136586
64,0.1303341287065315,0.09387484400087309,0.09965141908262165,0.017313617752008348,0.08728385163247177,0.1554053673295107,0.10334425695237859,0.11955681580809085,0.1978804433305319,0.17426875785450957,0.17820436780204874,0.1518544136793658,0.11359151236712017,0.1645822244618821,0.11992761238307603,0.14118788694530526,0.08706385304362008,0.19020804309197525,0.10682078019751862
65,0.09945209436098701,0.11624008835972144,0.09223599305644248,0.09799386107446229,0.13124539751834619,0.10951615045654206,0.11106806211515652,0.17187581896108783,0.08331209164832365,0.07452187480686889,0.12637233604429854,0.101857478086679,0.10661437068676816,0.1694600779605292,0.17124946072095515,0.1579238263446613,0.13265255654994823,0.07381056394644236,0.13216832820098268
66,0.15784231050906095,0.07047044704601435,0.1825280928974865,0.18378095976803954,0.11742015173586495,0.11443581889460508,0.1478238669400349,0.17653066094118208,0.17666982911210838,0.13194508485039158,0.18042643883951293,0.0819705026203067,0.09845035498955279,0.14082860176093837,0.13890162845070053,0.14809862025052345,0.13471602220243406,0.181826203629334,0.16011700667920858
67,0.11849636880276615,0.1636831596368291,0.08953087588678932,0.16840898084326272,0.09699112427762524,0.16254944865492738,0.044311169892963465,0.09807714181636396,0.17021351117631411,0.1127837213110906,0.1233679603311737,0.17975310904282038,0.09092558359543235,0.19551861123846526,0.12344347762127472,0.15237865635154357,0.06128367325304507,0.1224408330397675,0.04089873523331389
68,0.1638501221716211,0.10351034978786766,0.15674840425313286,0.15460191267017198,0.13331538518882624,0.13577238740830122,0.125759036624,0.18686257487314928,0.131811821927868,0.17044218467801653,0.11245335980959159,0.12752666795812095,0.12431666440577849,0.08608629146660984,0.16242435239800745,0.10917802867854054,0.15047674882394468,0.13327878434069373,0.11786864165615574
69,0.15800713116630705,0.0955119468168728,0.11426940027485799,0.18211530140468202,0.17548336006211895,0.14492883078131835,0.10992280377617891,0.14315420683766888,0.1452682298429544,0.16220076793954175,0.15897369686928664,0.12767970238594606,0.1161216858472005,0.14116611077763153,0.12613554693602813,0.1295899827468252,0.08351170099946914,0.1477052977979707,0.15056532262581268
70,0.16667482195543737,0.13121306546945843,0.20518460124167692,0.13929309314643312,0.11630885770612043,0.12733383084895888,0.1732863221250116,0.14790196596153793,0.16856592575063112,0.10224468093540051,0.1501524764642468,0.1554386712486311,0.12698065715573847,0.12034084061843164,0.10665471968465101,0.1580313900641077,0.1553697104035272,0.17429622009029566,0.111882400089105
71,0.12987152870215335,0.1515080967985094,0.13715683149268298,0.14674172609390934,0.17253631026534288,0.20115407117581452,0.12490152872703975,0.09115984284190215,0.09367702059979743,0.18174379689620612,0.16935159148392076,0.128886645297692,0.1973490618608189,0.09330426883116572,0.13403765950748292,0.09518070144094593,0.11868333773704565,0.12419825441675403,0.10024013214166605
72,0.14450963003527673,0.17393147543655307,0.18987867641374034,0.12298379764253176,0.19742378141585704,0.1586663770053729,0.1319446972879461,0.16672165210573553,0.18102715838576056,0.1059672356100444,0.11637713042487474,0.13603645961695,0.11174104033575194,0.1256765828457692,0.10681940273321489,0.09239893989581127,0.19343624345166244,0.13006995835501078,0.09219605958859223
73,0.0617106985475564,0.15484076567907745,0.161292444889385,0.1359544432542784,0.15989267363199178,0.08121821174574007,0.1115517203290507,0.14277533992919023,0.11991465680074176,0.16261324833209878,0.132076977710471,0.11650777985903116,0.18508272213849242,0.14785586542774343,0.13713997043229764,0.17143648903564856,0.17300479058580542,0.12302684996906343,0.18116893296972558
74,0.2247768461299573,0.15974529683171057,0.1615113687932701,0.11703962838219206,0.13413310005616108,0.08568613832039285,0.11122016893835418,0.12701378575261324,0.09119071149170244,0.13245138630853048,0.14792621879228607,0.143308706064601,0.1544001439936734,0.08089930648311316,0.0912086830642872,0.13390942224117552,0.16532660253157283,0.15659367959312787,0.1498560004285231
75,0.10454279353421625,0.15827074330007795,0.1179637986145905,0.15336905754156505,0.20491122766892145,0.1649373292084112,0.17151694744040535,0.14409810141341695,0.10226381742183621,0.18798638154936198,0.15119326390670218,0.1528878815444742,0.16200055864117313,0.16016180484210918,0.19632293817741653,0.12389856379299091,0.1130266003134156,0.1453470296249776,0.16247848428910927
76,0.15649324000316645,0.19551161250607818,0.19386254435766537,0.1584974371373189,0.0850573995134416,0.11809720251178224,0.13763769209245558,0.18422366907272414,0.14754476981829445,0.10638747657459824,0.18313280236577045,0.1777834806120595,0.12990146471558928,0.14844766677507648,0.16240238566930099,0.15491584222639643,0.1600184806576428,0.09704087552684237,0.10689662297447322
