epoch,r2score,r2score2,r2score3,r2score4,r2score5,r2score6,r2score7,r2score8,r2score9,r2score10,r2score11,r2score12,r2score13,r2score14,r2score15,r2score16,r2score17,r2score18,r2score19
20,-0.5631137480414037,-0.362568521774137,0.4329015968289869,-0.18883314712334953,-0.049575526823886884,-0.20032289713981788,0.3325753170615272,-0.31948644195060183,-0.3979604018191638,0.2575908239116921,-0.5828180747057579,-0.5033150254083092,0.25409407334028355,-0.3425585367777322,-0.43578410561873304,0.1159127482235568,-0.4085265617818292,-0.23572801276622513,-0.30256939798557214
21,-0.5576600283594111,-0.32087526641912567,0.48826943087059194,-0.15667443220103272,0.01083002636155661,-0.15730036574971185,0.38759491321333495,-0.2927402924237985,-0.36450838450873513,0.3235196627828618,-0.5811415720966178,-0.48343693443774605,0.3083061474468187,-0.3096377208152634,-0.4097416343585465,0.17971874124971543,-0.38118405779682285,-0.20023038019075323,-0.27437000607008466
22,-0.5510722667223802,-0.2749637396541369,0.5395002370393795,-0.1225542611236099,0.07382383758602562,-0.11162402397424942,0.43844691248137946,-0.2642349735931917,-0.32741740939237407,0.38666067685700567,-0.5794419402540072,-0.4617326177994645,0.3606933921915142,-0.273281845395172,-0.3815851064340019,0.24468942314541353,-0.35183416735271034,-0.1619970790174654,-0.2443005424213287
23,-0.5431848070658583,-0.224726996043618,0.5850608054098967,-0.08647524997903022,0.1386043550260868,-0.06340247489025908,0.4834936810604976,-0.23388568631686812,-0.28653258560825634,0.4454311972982504,-0.5777158262761504,-0.4380904342632439,0.4102580772537189,-0.23360800568746454,-0.35116179026466576,0.30969093443228546,-0.32039459498860356,-0.12098171338188868,-0.21233959348652087
24,-0.5339486322248328,-0.16996752087126832,0.6234060318061498,-0.048472147927594245,0.20422157275494168,-0.012769189758789823,0.5210181132829255,-0.2016337623632063,-0.24153776148641404,0.4980408339971778,-0.5759629184811073,-0.41240431497334606,0.4559042396786338,-0.19047534216676376,-0.3183307481638997,0.37342982816164993,-0.2867858220609858,-0.07723107259259088,-0.17843770933450176
25,-0.5233985232320817,-0.11079342129146741,0.6530966063854265,-0.008627557313579226,0.26936148287489203,0.04001559318239145,0.5495039099066796,-0.16746908304989483,-0.19217702198475495,0.5426799253007146,-0.5741792166011777,-0.3845679743985848,0.49657353994769693,-0.14389424337236,-0.28297971210709516,0.43442856777848515,-0.2509496326920726,-0.030779477912160402,-0.1425727935413068
26,-0.5114962364980333,-0.04744389584659081,0.67302025375403,0.03296835203074444,0.3324686544388945,0.09468506441278668,0.5679736215151036,-0.13139206680747506,-0.1383106837338397,0.5776522031581518,-0.5723602557563923,-0.35448397973959733,0.5312099668528154,-0.09389651231377827,-0.24502155757931288,0.4910334650616538,-0.21283610241393291,0.01823845023183779,-0.10471267108540339
27,-0.49816920787821206,0.019768148250925544,0.6827466566708997,0.07615153549586573,0.3916942079029313,0.15071102385668345,0.5764798114510845,-0.09345709781939959,-0.0798991520669079,0.6018207515875289,-0.5705114883846205,-0.3220651909177261,0.5588936620918457,-0.04054749118277501,-0.20450332416060202,0.5414427111532549,-0.1724246422825162,0.06961272788984085,-0.06492767235731911
28,-0.4833008132441581,0.09013689164030392,0.6829147668941229,0.12071920180693652,0.44492076878405984,0.20757292951510498,0.5764167186643535,-0.05371659841686727,-0.017117620432530067,0.615011356270029,-0.5686323528504396,-0.2872427398111448,0.5790069034397256,0.015879816529627777,-0.16145441126519544,0.5838605986704618,-0.12973787465575226,0.12297645843034843,-0.023290089831753402
29,-0.46676551606824157,0.16273937880027434,0.6755429485122655,0.1663600739440212,0.49016536659610344,0.2645053317549916,0.5705257577087004,-0.012235360447149679,0.04970281129642229,0.618674891530042,-0.5667150626340898,-0.2499684620441156,0.5914247265777718,0.0750400758444082,-0.11593694816674405,0.6166706441133889,-0.08481221719174004,0.17792490499515556,0.02010646215134504
30,-0.4484189413247861,0.23591194951367078,0.6639625519129103,0.21274413038914441,0.5255447638677326,0.3205241430320773,0.5623670786394224,0.030787768107672697,0.12009187290877732,0.6157093680380674,-0.5647606226776656,-0.2101962609196799,0.5965961291865072,0.13640302700687368,-0.06809939276422616,0.6387472731397392,-0.03772912163132247,0.23383220713712294,0.06509602497854483
31,-0.4281020441548986,0.30793976478979124,0.6522207334059645,0.25944735662320484,0.549657955239041,0.3745542248791798,0.5555615422269335,0.07501911536729844,0.19313992715469963,0.6100044844996166,-0.5627660045087928,-0.16790700725981833,0.5956894425230232,0.19918646949628094,-0.01819101972107573,0.6498090978183007,0.011397855610762675,0.29001950170139623,0.11152267664162696
32,-0.4056543052547745,0.37649792846705976,0.6439856651936586,0.3059940593604755,0.5622541864980648,0.4254849948938729,0.5529025869143009,0.12012180752986423,0.2679282586911632,0.6055491460826465,-0.560722798946961,-0.12315399894277612,0.5905603783033768,0.26245879806144723,0.03349809115158431,0.6508609374923366,0.06239487237575869,0.3455521062946021,0.15911804408119457
33,-0.38093385939362134,0.43880360792315376,0.6416141764697594,0.35179199427614394,0.5648881178594629,0.4719626439928094,0.5557941148513063,0.16579351378181295,0.34297274744120476,0.6050504062198899,-0.5586259590239124,-0.07602015751293822,0.5834784740823679,0.32510161570027185,0.08659853349526492,0.644409922150283,0.11503478017101243,0.39936294290658514,0.20751922739818085
34,-0.35378601077682226,0.4922837095921342,0.6456907090231931,0.3962056671046429,0.5607360878368546,0.5125638011016538,0.5642869735398162,0.21133205616553763,0.4166430311265088,0.609616729965704,-0.5564772440816599,-0.026636637175854627,0.5767504251561157,0.385810443370871,0.14067750283590996,0.6342162938343344,0.16895175760344017,0.45017538121193656,0.2563512171210184
35,-0.32408940917482076,0.5345824178304817,0.6554289126608055,0.43855569005886863,0.5541590015228761,0.5459745086238623,0.5773306069876312,0.25626763086622506,0.48679724599971197,0.619049392291352,-0.5542740325757192,0.024830473018701782,0.5722671244322004,0.4430382617721923,0.19525752911118854,0.6244135922411858,0.22375889777794822,0.4966831545323104,0.30517213248401176
36,-0.29174920049108977,0.5642925073587934,0.6692903577058043,0.4781300852802518,0.5494785038087409,0.5713370731140592,0.5932899961323368,0.3001244089878833,0.551001286219142,0.6320891830474231,-0.5520145125493228,0.07813148216316945,0.5712582622114005,0.49506718185696286,0.2497121047334201,0.6183351807447675,0.2789497537971527,0.5374683854834027,0.3534706999742351
37,-0.2566730992012807,0.5816543960857783,0.6851110011565744,0.5141849094115298,0.5497134221373199,0.5882222395196578,0.6103656170019599,0.3421699621716846,0.6065876100209956,0.64708074487273,-0.5496984561706844,0.1329890699519931,0.5741340261390981,0.5401372714563606,0.3033652182216322,0.6179016402481561,0.3339325980865515,0.5711748358983582,0.40062203794226914
38,-0.21885668102753342,0.5892481817620321,0.7008277755116832,0.5460166493508409,0.556168567641464,0.5973938161353856,0.6269847606553007,0.381663636165139,0.6508103825093041,0.6622913162253792,-0.5473265385163704,0.18897268913702958,0.5806359992805818,0.5766704946113193,0.3554775620805374,0.6235021100422486,0.38797954677936486,0.5966458336455074,0.4460069939601796
39,-0.17831173122602184,0.5914449700468557,0.7147038837172285,0.5730172653204091,0.5684454894415945,0.6006099435207504,0.6419636787900932,0.41785738319232146,0.6812086725807639,0.6765005436222965,-0.5448959351081162,0.24563341753216816,0.5899687679692645,0.6033799902882447,0.40525374566046,0.6342000757910001,0.4401923008634845,0.6131700859283451,0.4889310548136031
40,-0.13506660296457174,0.5932289352333184,0.7254399078437701,0.5947721904209713,0.5850824836138541,0.6005971519868779,0.6546002510797295,0.4501643473628636,0.6969121555143534,0.688942964993627,-0.5423974800338776,0.30237239956663764,0.6010884501011169,0.6197718647958232,0.451838651353899,0.6483221139245502,0.4895943269192723,0.6208515219038327,0.5287525924954921
41,-0.08919952751676274,0.5986963889907917,0.7318680045158887,0.6111532427771076,0.6041556099466157,0.6007169191168056,0.6646334033235825,0.4779803076588517,0.6990723991531553,0.6993967719169895,-0.5398262593239158,0.3584948656336411,0.6129005608345167,0.626440258447962,0.4943285326116933,0.6639629242638793,0.5351360697995067,0.6207658114272024,0.5648865743792597
42,-0.04088568699906325,0.6100330655741764,0.7346706070192951,0.6223767658236936,0.6236603458821401,0.6035327690362995,0.6722157031444701,0.5009222761721537,0.6916274023844642,0.7079965282049197,-0.5371825277082667,0.4132168159232599,0.6244685985162628,0.625246192966411,0.5318654154220797,0.6793281365185907,0.5757324500035328,0.6152448637310133,0.5968601463094989
43,0.009630268245267692,0.6271435368710057,0.735092597916538,0.6290568855771657,0.6419455786042747,0.6103971918422226,0.6777494812989802,0.519021860143505,0.680826719877847,0.715115878683616,-0.5344753252935235,0.4656739399944302,0.6350419506093792,0.6191895711673658,0.5636318410758305,0.6931360364001519,0.6104647099888239,0.6074638918460985,0.6243100613151287
44,0.06205783555602473,0.648426534433766,0.7348683478240228,0.6322586571281352,0.657922190666073,0.6210436250298466,0.6817681533720206,0.5326201740480074,0.6731840895557217,0.7213097652708982,-0.5317142690328076,0.5148310103875406,0.6441514068195116,0.6117827257562505,0.5889816256467882,0.7045527364513144,0.6385165928028126,0.6007660874214276,0.6465940792470639
45,0.11604093814713157,0.6714659820606161,0.735266178807034,0.6334633780526612,0.6711109177454844,0.6349217317578402,0.6848412935975622,0.5424568243475346,0.6733052097586474,0.7271062058970006,-0.5288995968950883,0.5596617713110036,0.6515932701614053,0.6062667410894522,0.6075496533537084,0.713282432202504,0.6595265736982265,0.5978171427988492,0.663203207131046
46,0.17110135819404926,0.6935167946010993,0.7368972893069299,0.634191252517846,0.6814641120467966,0.6501424201135184,0.6874906321706082,0.5496102469159899,0.6824521109129735,0.7328549848616137,-0.5260293053883265,0.5991961947667823,0.6573658066834009,0.6047889438638547,0.6193382862939628,0.7194226881962058,0.6737368160367194,0.6000185932396632,0.6754650042943604
47,0.22667817386657652,0.7122776903800433,0.7398164539231988,0.6359674653971794,0.6893715015097246,0.6644793149046455,0.6901474936081079,0.5552383736302153,0.6974546994787028,0.7387416266344701,-0.5231140106310823,0.6326081985144616,0.6616361885885792,0.6083066316916625,0.6247925964386427,0.7233620398099727,0.6820325795036812,0.607413215106057,0.6835905362870838
48,0.2821149114741157,0.7263372372269487,0.7436918224712427,0.6403054225010925,0.6954644888912762,0.6761157057885043,0.6931310930724297,0.5604763048683841,0.714210637884066,0.7447632484603557,-0.5201694924347604,0.6592063895612384,0.6646893776529169,0.6166177931586792,0.624899825328799,0.7256588914682821,0.685832529313023,0.6190757439834791,0.6882773762082959
49,0.33665788621524195,0.7355585544357892,0.7477435827528988,0.6481428337170011,0.7003960846248329,0.6843001449674935,0.6966045075012297,0.5664312445563853,0.7284458205498018,0.7506869689516888,-0.5172008071837235,0.6787476257913205,0.6668618875153816,0.6286619796724403,0.6211526828242604,0.7268931391222626,0.686879956852147,0.6334883326558387,0.6910091982004568
50,0.3894673231689285,0.7409319295589782,0.7514342883527719,0.6593636215736163,0.7047717709398835,0.6895985064171188,0.7006325934820785,0.5737248742832558,0.7377522038169592,0.7562210249524423,-0.5141982191548002,0.6916243203448532,0.6684909424645965,0.6430006945331959,0.6153734761726317,0.72766516817379,0.6869487693342408,0.6489539012732515,0.6937172474123758
51,0.43958838719288806,0.7443032561991325,0.7546293007892326,0.6736719732195245,0.7091256618018063,0.6932383771226963,0.7051193041357753,0.5829173101205194,0.7419542966690934,0.7610951527426387,-0.511159382174954,0.6988050405140751,0.6698781051553884,0.6580316604452439,0.6094505116449132,0.7284297995265787,0.6878051941065626,0.6639527128525882,0.6977242983167244
52,0.4860170929026939,0.7474338189184807,0.7575070854040773,0.6890390560743382,0.7137822008827823,0.6967852865222399,0.7099154617031973,0.5941809115905716,0.7427567471877763,0.7651050103007493,-0.508101238378341,0.7017138363180887,0.6712729995013273,0.6722866394705134,0.6050501861772969,0.7295238900667802,0.6904742980970313,0.6773413670680366,0.7026588566454329
53,0.5277315026202521,0.7516032883572097,0.7601746160193105,0.7031819742274319,0.7188593359011961,0.7013653119073009,0.7148134984680662,0.6080651300710385,0.7428848063836189,0.7682224656331966,-0.5050405655515933,0.7018154241088981,0.672865817640619,0.6849072887061682,0.6033395952556284,0.7311589811181758,0.6958082815179871,0.6883107545808822,0.7069420440147398
54,0.56371945651257,0.7573635320639617,0.7626934377543644,0.7148807248394513,0.7243489939214992,0.7073987214166784,0.7196148757374121,0.6244950954862811,0.7445035909644282,0.7705918272582055,-0.5020000685967556,0.7009834728976483,0.6747670735968276,0.6953093902841173,0.6049004749807629,0.7334370663641967,0.7038813386993059,0.69651441906956,0.7102753264306281
55,0.5931006193941109,0.764518712040875,0.7650982232654899,0.7238838068243401,0.7299914712457122,0.7145709429881772,0.7241784178151629,0.6429391590597081,0.7484170894197153,0.7725185501943796,-0.4989993486640205,0.7009963917049271,0.6770295401387871,0.7032528455598652,0.6097349971038213,0.7363351326266578,0.7134730336236654,0.7020761546519234,0.7138484454066393
56,0.6152543766085167,0.7723819567639716,0.7673925213371289,0.7307503986179731,0.735525012303979,0.7221480861902321,0.7282642949713403,0.6618002217781901,0.7540821922551805,0.7743927060659177,-0.4960486255715504,0.7032227144702605,0.6796497475683742,0.708885424319343,0.6173959552286533,0.7397732333526413,0.7235912216233069,0.7054361344300676,0.7184071886102319
57,0.6299152597553712,0.7800634167757097,0.7696088854231018,0.7362695709910418,0.7407177738778331,0.7293521044172586,0.7318279645070744,0.6781885431830406,0.7604012198937689,0.7765123755816498,-0.49314733027451707,0.7091453682604081,0.6825813727809233,0.7125604993964779,0.6271430612226805,0.7436146512558875,0.7327965090539923,0.7072267680992768,0.7235081123014262
58,0.6374059275221247,0.7867855739895069,0.7717791283598935,0.7412929393222459,0.7453299898709798,0.7354833537007044,0.7347989409548248,0.6894034174077996,0.7662136827129873,0.7790954438394959,-0.49031065271217456,0.7191106124236775,0.6857459575069833,0.7148055513945333,0.6381143762425567,0.7476613843747237,0.7399144394829531,0.7082432767683591,0.7284050621060407
59,0.6386370335617297,0.7920130225966445,0.7739179313123057,0.7471534694693795,0.749270889388731,0.7404129311947671,0.737274225672911,0.6953944802383856,0.7707823246948241,0.7821702635538912,-0.4875424408763902,0.7315668098847317,0.6890361674106604,0.716178058566177,0.6494662545311236,0.7517264961968481,0.7449671240056137,0.7091446621932647,0.7329189686397554
60,0.6351806349409532,0.7955305968991017,0.7760299635290241,0.7538355217551553,0.7526400066730723,0.7443173581468836,0.7393729733210086,0.6993083194264098,0.7739246942899511,0.7856216599712192,-0.48482183542766166,0.7448087332371319,0.6923454746224472,0.7171669591078702,0.6604640512642691,0.7556683320782329,0.7484104056502809,0.7104807038488132,0.7376174368152459
61,0.629111496651695,0.7975490610590771,0.7780862815210514,0.760677202179266,0.755632023881165,0.7477921145332451,0.7412875497510985,0.7052232028953208,0.7759906825342587,0.7892132959204837,-0.48213626447199576,0.7572034052618595,0.6955776045917349,0.7181906464655399,0.6705621517333314,0.7593699030139753,0.751183298351952,0.7126411173954627,0.743003497339628
62,0.6226234386431205,0.7985960586961699,0.7800636464288113,0.7671515981780423,0.7585594250885707,0.7514621988546816,0.7432314618144334,0.7138897277078664,0.7775485622903725,0.7926821276711297,-0.4794892617664026,0.7675215392797097,0.6986394078952711,0.7195760625158321,0.6794035663298896,0.7627570292102066,0.7541187436932444,0.7156689024689191,0.7488991495778942
63,0.6177394172780439,0.7993450668631412,0.7819374108421667,0.7730239261971545,0.7616927268035483,0.75571775429218,0.7453645441176984,0.7237523212388206,0.7792878333567196,0.795828378132406,-0.4769173994896989,0.7751964724474562,0.7014768232397892,0.7214769582216058,0.6868058721413441,0.7658651787026982,0.7576515999568887,0.7193867413162189,0.7548243576348251
64,0.6158925394694801,0.800375870070082,0.7837050437975586,0.7785848074725745,0.7651598762876758,0.7606270340349705,0.7477879965737645,0.7326885749266696,0.7817301798981128,0.798523817902796,-0.47444042295258937,0.780317147703306,0.7040588949454841,0.7239646390559096,0.6927616370965481,0.7687093844869809,0.7618427743682998,0.7234734402099785,0.7607084775787069
65,0.6178122503337393,0.8021000165873378,0.7853657377195264,0.7842265168505572,0.7689456490508542,0.7660012401088515,0.7505281915400349,0.7396805001425991,0.7850603170373023,0.8007725799671673,-0.47203527063497774,0.7836516900048105,0.7063804613459104,0.7270060577706658,0.697402644342121,0.7713766736944311,0.7664499600195416,0.727612183282387,0.7669843800552514
66,0.6234758744318093,0.8046433239422652,0.7869633048592357,0.7901700356231676,0.7728875671200444,0.771430614717665,0.753549381900831,0.7453276260251726,0.7890824409951789,0.8026944927126161,-0.4697237535831975,0.7863417180233191,0.7084691901183645,0.7304859616069562,0.7009541467969858,0.7739746601636044,0.7711110556362863,0.7314988113727622,0.7737997025606734
67,0.6322720961572239,0.8078867609888655,0.7885749762541658,0.7963167219177787,0.7767800482995799,0.7765300405065048,0.756714318416315,0.7507659819512887,0.7933572729732448,0.8044510796779106,-0.467503869523205,0.7895126612032526,0.710371613411557,0.7342514417635208,0.7036765819304728,0.7765824548404234,0.7755472421679065,0.7348230114424128,0.7806471444456642
68,0.6433126886679884,0.8115407862623483,0.7902677909765916,0.8022397360522991,0.780417704391025,0.781030552492495,0.759948437087173,0.7567669279868214,0.7974148390394638,0.8062035110784741,-0.4653546225681302,0.7937431909541548,0.7121455311493914,0.7381553827839636,0.7058400414355103,0.7792652650133769,0.77964414318405,0.7372063973468472,0.7871903824183166
69,0.655556095047777,0.8152531968535874,0.7920676226355993,0.8074692431694901,0.7837110509814532,0.7849448661809456,0.7631303218591112,0.7635594500620935,0.8008046995926422,0.808080620682414,-0.4632748178501018,0.7992130064679912,0.7138558681139473,0.7420254044545254,0.7076983606610079,0.782071692686148,0.7834379322745437,0.7390515022734944,0.7937036290887178
70,0.6680421958308547,0.8187019476542067,0.7939699010007542,0.81179475105647,0.7866696285876682,0.7884764897615719,0.7661477751697497,0.7707746500706429,0.8033944140585455,0.8101361497501343,-0.46125764037655403,0.8056656899169077,0.715563215503241,0.7457114220577363,0.7094660137616011,0.785018005050294,0.7870673912470533,0.7405454984531792,0.8005183821233455
71,0.6800193782700943,0.8217234483026675,0.7959316803909404,0.8153893694806468,0.7893614633368161,0.7919115132985433,0.7689832086510447,0.7775981674181731,0.8053407253117051,0.812358148581566,-0.45930719776367024,0.8125270820557493,0.7173179901259774,0.7491306310777777,0.7112982016547127,0.7880709184807897,0.790702640310109,0.7417611886998894,0.8073797877078257
72,0.690945959242625,0.8243141604513485,0.7979002346971692,0.8187733520296547,0.7919084434297927,0.7954885362111502,0.7716414066396007,0.7834314636907649,0.8069476709390309,0.8147066888479857,-0.45742335133934287,0.8190544052446858,0.7191538236862569,0.7522599558423845,0.7133002324078973,0.7911757642274471,0.7944673208892313,0.74290431815405,0.8140038141170627
73,0.7005196058041785,0.826609088687057,0.7998223560735365,0.8223922821876812,0.7944250869995668,0.799278352510076,0.7741598527113688,0.7882235530054554,0.8086073469853775,0.8171002809311575,-0.4555816273906994,0.8248978839981225,0.7210831082672677,0.7550730904781521,0.7155457304749874,0.7942259017090203,0.7983902639621905,0.7441335421540232,0.820539366459213
74,0.7086492992088889,0.828813364430128,0.8016529085231517,0.8262950271184286,0.7969740072383606,0.803180141460799,0.7766108394413579,0.7925620426750676,0.8106076032227971,0.819457741483349,-0.45376551304286705,0.8296687425132895,0.7230986533366819,0.757666506306671,0.7180484039683868,0.7971787272273801,0.8023580232661678,0.7455598362981791,0.827221275377354
75,0.7154360567596723,0.8311150243067278,0.8033950183235424,0.8301854949960701,0.7995764128946974,0.8070376438655692,0.7790351456256868,0.7971376559369449,0.8130061288686176,0.8217215487460426,-0.45196122836542774,0.8334412801171709,0.7251846638746734,0.7601900570366247,0.7207853725737172,0.80008659755295,0.8062397504340102,0.747247475190784,0.8337723250688216
76,0.7210510009371647,0.8336333124382582,0.8050572403672044,0.8336707583857015,0.8021953378160483,0.8107223412889651,0.7814449545328176,0.8023997375208862,0.8157205146545244,0.8238647857616451,-0.45016201610988915,0.836595287377675,0.7273209514127218,0.7627166133810912,0.7236995684843046,0.802952039950433,0.8098365472131618,0.7491817670336764,0.8399710469044912
