epoch,r2score,r2score2,r2score3,r2score4,r2score5,r2score6,r2score7,r2score8,r2score9,r2score10,r2score11,r2score12,r2score13,r2score14,r2score15,r2score16,r2score17,r2score18,r2score19
77,0.725740271451845,0.8364287484844342,0.8066827713709391,0.8365220567735816,0.8047710549734254,0.8141299714740822,0.7838688657571268,0.8081428007350209,0.8185340753278951,0.8258994043957385,-0.44837073368416047,0.8397020118144306,0.7294775308188599,0.7653522004337596,0.7267179820742846,0.8057927944518148,0.813107766630766,0.7512812982964044,0.8460158491512769
78,0.7298017990614711,0.8394516239037246,0.8083156129432638,0.8388505100048809,0.8072290776462205,0.8173221548724521,0.7863618199466516,0.8137783657459481,0.821209254999662,0.827872673198971,-0.4465856741468577,0.84314482936933,0.7316240683846114,0.768128991793702,0.729764222035872,0.8086319085172342,0.8161008650889061,0.7534640267137027,0.8520256235419443
79,0.7335187767980824,0.8425783004251205,0.8099884027028016,0.8409884467336529,0.8095357642972693,0.8204281897834607,0.7888558214173436,0.8188816733850501,0.8236163699237044,0.8298171167238353,-0.44482019703116404,0.8471528572019824,0.733735680687783,0.771093149699999,0.7327635352147206,0.8114883800690624,0.8189365119377937,0.7556211979808076,0.857763157827856
80,0.7370795858032273,0.8456997199671943,0.811726556950453,0.8432147955553246,0.8117040148796891,0.823598526299632,0.791344302357632,0.8234147206960353,0.8257751381727824,0.8317817108898319,-0.4430688675016361,0.8517748429023866,0.7357992889805208,0.7742408415858144,0.7356393768271461,0.8143372249857815,0.8217581006431492,0.7576688006314714,0.8631106274598417
81,0.7406777743526529,0.8486975248077038,0.8135389643942883,0.8455494156510125,0.813790546576368,0.8269329707216969,0.7938120362224779,0.8277240236784283,0.8277747544099185,0.833773880762897,-0.4413352533861319,0.8568153558996136,0.7378061030691412,0.7775705076831306,0.7383494118990902,0.8171333860324489,0.8247534776570784,0.7595542708523387,0.8682858638455957
82,0.7444363104583347,0.8515042715349264,0.8154085003666494,0.8479253290753692,0.8158618986768533,0.8304348356802724,0.7962703786284484,0.8322137080567016,0.8297718594934516,0.8357879582984838,-0.43962224303231423,0.8618852391956935,0.7397587668345547,0.7810853696434181,0.740867095620473,0.8198707392359306,0.8279990815176502,0.7612312060343572,0.87325384488782
83,0.7484478625406121,0.8541495096577002,0.8173247819343646,0.8502882085689598,0.817965949370232,0.8340272482188025,0.7987373805088093,0.8370166246466288,0.8318483387780098,0.8377934508482185,-0.43792269367403636,0.8665383301009761,0.7416663835182501,0.7847948342148527,0.743181874449544,0.8225271525193688,0.8314552214083111,0.762703294626497,0.8778317256242679
84,0.7526646341173793,0.8566778469265813,0.8192593956497838,0.8525736116680019,0.8201217076941442,0.8375986995191521,0.8012454619365703,0.8419192085940409,0.8340465403202797,0.8397632974043472,-0.43623755131285247,0.8705184374827228,0.7435384178681186,0.7885036343431476,0.7453173118386702,0.8250890366112811,0.8350094531862506,0.7640982643917572,0.8821206971002052
85,0.7570528516784742,0.8591819402932263,0.8211880677826254,0.8548589901398955,0.8222993423001298,0.8410654273824392,0.8038089609861292,0.8466003516212461,0.8363082953055344,0.8416881581187854,-0.4345657737366482,0.8738624486635982,0.7453868554612907,0.7921764871400048,0.7472992167063672,0.8275935284281746,0.8385550191363944,0.7655123577436602,0.8862026762200721
86,0.7615615711991389,0.8617396884008862,0.823122176567522,0.8571411631171231,0.824451093189012,0.8444084936657614,0.8064121890761405,0.8509043957563678,0.8385421735703904,0.8435670921343463,-0.43289958732427536,0.8767988586135594,0.7472273557833999,0.7958513485695426,0.749164674222063,0.8301118388331216,0.8420236208045535,0.7670083173743153,0.8898989960691153
87,0.7661506082667089,0.8643741332642161,0.8250573805824106,0.8593169971888863,0.8265335759121598,0.8476754241149633,0.8089576844553291,0.854924801748846,0.8406608355115168,0.8454091991371369,-0.4312370979856621,0.8797180995515015,0.7490680334497246,0.7994901422775869,0.7509713111803613,0.8326772980147721,0.8453945152157561,0.7686164514823046,0.8932303783925245
88,0.7708215795790452,0.8670692268501476,0.8269798633174498,0.8613101993892545,0.8285237221602417,0.8509293537927807,0.8114065686520416,0.858898580566723,0.8426322580854633,0.8472276376577047,-0.4295768483507987,0.8828043313532028,0.7509153142947936,0.8030743062918553,0.7527651944080763,0.8353248747804167,0.8487179519748589,0.7703423760584949,0.8963486540392158
89,0.7756334653700693,0.8697865041982775,0.8289099688536676,0.8631406630777938,0.8304328177816225,0.8542238390884401,0.8137475066429752,0.8628859413275016,0.8444793165311811,0.8490447686092248,-0.42792072934106096,0.8860750228160411,0.7527726073464742,0.8066288282567355,0.7545949912884382,0.8380718344257211,0.8520631221365803,0.7721555357311831,0.8990698585284257
90,0.7804453325633842,0.8724756189704478,0.830857705290638,0.8649548867293232,0.8322979356044491,0.8575505994010615,0.8160639120031039,0.8667153050673535,0.8462716399480565,0.8508676908110488,-0.4262697625940335,0.8894223897476026,0.7546411716906287,0.8101677105565996,0.7565040128129673,0.8408346826625606,0.855475081363781,0.774008289402573,0.9014423236547772
91,0.7845781916127393,0.875085107432849,0.8328381653494659,0.8668692139315768,0.8341575971710943,0.8608499278867026,0.8184143912032565,0.8702093939226909,0.8480976701906227,0.8526864944805701,-0.42462004165723455,0.892681746551342,0.7565224520604887,0.8136915997745006,0.758515818455603,0.8436041527802152,0.8589371838031162,0.7758459067696768,0.9035989750337832
92,0.7883334588620644,0.877588903002913,0.8348382241724276,0.8689002903791537,0.8360296513194589,0.8640498814904101,0.8208108641509521,0.8733631921755527,0.850001471112329,0.8544905493704817,-0.4229720279162146,0.8955891347372918,0.7584096263668,0.8171962413594488,0.7606366007287149,0.8463314305555842,0.8623910980096219,0.7775919116286883,0.9054599883326374
93,0.7922157126267049,0.8800120280363375,0.8368596660194038,0.8709474089926597,0.8379037567829973,0.8671510589953091,0.8232728490328306,0.8763721512976815,0.8519918435556019,0.8562708874395133,-0.4213318767656111,0.898075903895928,0.7602929195341959,0.8206840882016987,0.762864517794309,0.8490282140092031,0.8657950515476499,0.779192596601689,0.9071028222962964
94,0.7956835221675116,0.8823773788099534,0.8388915053564707,0.8728637520472566,0.8397612141097142,0.8701604648702926,0.8258131223387646,0.8793822972032235,0.8540322639011186,0.8580135404096096,-0.4196986574108499,0.9001956529607124,0.7621681265832624,0.8241627874565821,0.7651780025462583,0.8516636973991195,0.8691313429534516,0.7806472265408542,0.9086481823624917
95,0.7987723031613261,0.8847240537036922,0.8409385316280356,0.8746513420479232,0.8415791209127412,0.8731191570244057,0.8283800521753758,0.8823122274936275,0.8560857703755401,0.8597122701424402,-0.41807183701609496,0.902155797593354,0.7640263700452755,0.8275654950385934,0.7675353350042118,0.8542256452394824,0.8724084788641879,0.7819582233577262,0.9099811118287637
96,0.8019561615600583,0.8870911821299159,0.8430087114103265,0.8764255242913815,0.8433447095608564,0.8760531804507607,0.8309421848609228,0.8849738982890409,0.8580867833338909,0.8613725783280377,-0.41645161462740954,0.9041579562502222,0.7658653192380236,0.830900786588187,0.7699171124512046,0.8566891663830531,0.8756708193815917,0.7832082412515308,0.9112646338227433
97,0.8054199489332993,0.8894863234420571,0.8451083298030664,0.8782670087282011,0.8450636452842564,0.8789596535890095,0.8334825489407847,0.8873143085874742,0.8600180209329099,0.8630089890284434,-0.41483615195273904,0.9062477467002843,0.7676831385628771,0.834174710560265,0.7722914247930279,0.8591948622590925,0.8789270760750222,0.7844245763511555,0.9126055871606563
98,0.8089075243637912,0.8919192984827266,0.847238386570323,0.8801704853720963,0.8467580667686475,0.8818272160864382,0.8359895281608316,0.8895096583545692,0.8619130389574865,0.8646339336453046,-0.41322538584582547,0.9082873070160911,0.7694713906412194,0.8373373574880656,0.7746424541039799,0.8616109913351087,0.8821236504605543,0.7856399374348437,0.9139734384702733
99,0.8121543717572963,0.8943634528327565,0.8493829579639852,0.8820699984635006,0.8484426155239905,0.8846201642649678,0.8385029625649948,0.8917458179201184,0.863834551464128,0.8662557037888567,-0.41161837362146714,0.9101915960811573,0.7712325397832007,0.84035517892406,0.7769188161886794,0.8639754124989365,0.8852461208069571,0.7868715902933083,0.9153940637789292
