episode_R,Reward Evolution
0,32.0
1,45.0
2,14.0
3,17.0
4,59.0
5,35.0
6,31.0
7,23.0
8,15.0
9,18.0
10,17.0
11,21.0
12,29.0
13,21.0
14,19.0
15,15.0
16,23.0
17,23.0
18,25.0
19,13.0
20,38.0
21,17.0
22,11.0
23,26.0
24,13.0
25,70.0
26,41.0
27,22.0
28,10.0
29,23.0
30,15.0
31,10.0
32,9.0
33,15.0
34,9.0
35,9.0
36,13.0
37,70.0
38,11.0
39,31.0
40,10.0
41,11.0
42,11.0
43,10.0
44,19.0
45,18.0
46,29.0
47,26.0
48,32.0
49,10.0
50,15.0
51,38.0
52,18.0
53,33.0
54,26.0
55,25.0
56,10.0
57,57.0
58,59.0
59,10.0
60,10.0
61,26.0
62,46.0
63,13.0
64,12.0
65,16.0
66,9.0
67,36.0
68,10.0
69,23.0
70,22.0
71,33.0
72,90.0
73,11.0
74,20.0
75,8.0
76,14.0
77,27.0
78,37.0
79,29.0
80,163.0
81,10.0
82,24.0
83,10.0
84,20.0
85,9.0
86,15.0
87,37.0
88,67.0
89,32.0
90,102.0
91,46.0
92,25.0
93,23.0
94,14.0
95,59.0
96,67.0
97,17.0
98,174.0
99,43.0
100,217.0
101,109.0
102,42.0
103,51.0
104,10.0
105,11.0
106,57.0
107,22.0
108,73.0
109,12.0
110,26.0
111,26.0
112,33.0
113,99.0
114,19.0
115,76.0
116,82.0
117,37.0
118,46.0
119,42.0
120,18.0
121,9.0
122,59.0
123,56.0
124,114.0
125,78.0
126,76.0
127,69.0
128,41.0
129,132.0
130,123.0
131,43.0
132,95.0
133,94.0
134,219.0
135,56.0
136,88.0
137,108.0
138,89.0
139,59.0
140,96.0
141,43.0
142,97.0
143,55.0
144,80.0
145,49.0
146,100.0
147,42.0
148,200.0
149,56.0
150,63.0
151,147.0
152,56.0
153,47.0
154,41.0
155,67.0
156,193.0
157,50.0
158,46.0
159,84.0
160,45.0
161,8.0
162,71.0
163,80.0
164,65.0
165,35.0
166,56.0
167,59.0
168,98.0
169,41.0
170,90.0
171,29.0
172,27.0
173,69.0
174,39.0
175,75.0
176,119.0
177,65.0
178,84.0
179,73.0
180,72.0
181,71.0
182,78.0
183,60.0
184,43.0
185,142.0
186,47.0
187,44.0
188,70.0
189,9.0
190,31.0
191,57.0
192,58.0
193,53.0
194,248.0
195,78.0
196,57.0
197,125.0
198,87.0
199,9.0
200,65.0
201,271.0
202,47.0
203,102.0
204,82.0
205,41.0
206,40.0
207,47.0
208,85.0
209,48.0
210,176.0
211,74.0
212,103.0
213,52.0
214,95.0
215,87.0
216,84.0
217,40.0
218,69.0
219,80.0
220,134.0
221,46.0
222,36.0
223,177.0
224,157.0
225,44.0
226,190.0
227,47.0
228,39.0
229,45.0
230,90.0
231,85.0
232,69.0
233,131.0
234,62.0
235,142.0
236,90.0
237,72.0
238,55.0
239,36.0
240,234.0
241,88.0
242,50.0
243,56.0
244,95.0
245,106.0
246,103.0
247,93.0
248,214.0
249,75.0
250,184.0
251,63.0
252,41.0
253,146.0
254,217.0
255,48.0
256,82.0
257,60.0
258,121.0
259,186.0
260,90.0
261,112.0
262,172.0
263,40.0
264,137.0
265,35.0
266,49.0
267,74.0
268,105.0
269,124.0
270,47.0
271,259.0
272,76.0
273,32.0
274,231.0
275,116.0
276,174.0
277,149.0
278,65.0
279,36.0
280,39.0
281,36.0
282,74.0
283,41.0
284,36.0
285,40.0
286,147.0
287,45.0
288,50.0
289,244.0
290,86.0
291,263.0
292,61.0
293,32.0
294,128.0
295,500.0
296,37.0
297,67.0
298,39.0
299,47.0
