episode_R,Reward Evolution
0,55.0
1,45.0
2,9.0
3,21.0
4,16.0
5,12.0
6,12.0
7,14.0
8,21.0
9,16.0
10,17.0
11,31.0
12,12.0
13,17.0
14,24.0
15,35.0
16,23.0
17,15.0
18,15.0
19,13.0
20,17.0
21,15.0
22,12.0
23,10.0
24,9.0
25,18.0
26,17.0
27,13.0
28,18.0
29,17.0
30,12.0
31,13.0
32,30.0
33,11.0
34,16.0
35,9.0
36,12.0
37,27.0
38,16.0
39,19.0
40,9.0
41,22.0
42,13.0
43,12.0
44,10.0
45,13.0
46,40.0
47,36.0
48,44.0
49,42.0
50,44.0
51,29.0
52,10.0
53,123.0
54,19.0
55,10.0
56,19.0
57,10.0
58,10.0
59,56.0
60,31.0
61,26.0
62,10.0
63,173.0
64,72.0
65,49.0
66,17.0
67,144.0
68,37.0
69,33.0
70,189.0
71,30.0
72,66.0
73,104.0
74,107.0
75,94.0
76,155.0
77,43.0
78,500.0
79,150.0
80,73.0
81,500.0
82,140.0
83,500.0
84,73.0
85,79.0
86,97.0
87,114.0
88,169.0
89,90.0
90,90.0
91,237.0
92,75.0
93,214.0
94,185.0
95,10.0
96,128.0
97,369.0
98,297.0
99,125.0
100,286.0
101,140.0
102,77.0
103,150.0
104,87.0
105,111.0
106,255.0
107,169.0
108,165.0
109,84.0
110,106.0
111,68.0
112,423.0
113,134.0
114,86.0
115,121.0
116,325.0
117,71.0
118,103.0
119,59.0
120,59.0
121,95.0
122,125.0
123,139.0
124,101.0
125,101.0
126,343.0
127,412.0
128,114.0
129,237.0
130,74.0
131,158.0
132,61.0
133,76.0
134,172.0
135,115.0
136,110.0
137,85.0
138,172.0
139,132.0
140,285.0
141,273.0
142,90.0
143,10.0
144,10.0
145,76.0
146,58.0
147,67.0
148,46.0
149,10.0
150,196.0
151,27.0
152,15.0
153,57.0
154,53.0
155,10.0
156,26.0
157,64.0
158,220.0
159,67.0
160,63.0
161,129.0
162,225.0
163,72.0
164,123.0
165,119.0
166,115.0
167,107.0
168,79.0
169,87.0
170,88.0
171,81.0
172,38.0
173,75.0
174,114.0
175,102.0
176,165.0
177,159.0
178,85.0
179,61.0
180,52.0
181,118.0
182,173.0
183,62.0
184,61.0
185,107.0
186,66.0
187,28.0
188,92.0
189,120.0
190,94.0
191,71.0
192,484.0
193,43.0
194,110.0
195,35.0
196,74.0
197,83.0
198,87.0
199,412.0
200,36.0
201,56.0
202,56.0
203,75.0
204,54.0
205,94.0
206,65.0
207,50.0
208,194.0
209,41.0
210,91.0
211,75.0
212,72.0
213,63.0
214,92.0
215,80.0
216,98.0
217,121.0
218,186.0
219,62.0
220,127.0
221,104.0
222,65.0
223,63.0
224,95.0
225,104.0
226,89.0
227,67.0
228,115.0
229,121.0
230,454.0
231,60.0
232,196.0
233,391.0
234,160.0
235,62.0
236,46.0
237,91.0
238,38.0
239,79.0
240,67.0
241,45.0
242,75.0
243,44.0
244,45.0
245,171.0
246,55.0
247,48.0
248,30.0
249,500.0
250,98.0
251,95.0
252,68.0
253,171.0
254,82.0
255,38.0
256,66.0
257,108.0
258,42.0
259,36.0
260,34.0
261,34.0
262,54.0
263,49.0
264,89.0
265,50.0
266,39.0
267,85.0
268,73.0
269,41.0
270,73.0
271,54.0
272,72.0
273,47.0
274,33.0
275,54.0
276,40.0
277,34.0
278,88.0
279,43.0
280,182.0
281,33.0
282,38.0
283,104.0
284,70.0
285,42.0
286,59.0
287,9.0
288,60.0
289,36.0
290,82.0
291,84.0
292,109.0
293,46.0
294,70.0
295,39.0
296,52.0
297,13.0
298,8.0
299,40.0
