episode_R,Reward Evolution
0,21.0
1,16.0
2,15.0
3,15.0
4,28.0
5,19.0
6,9.0
7,9.0
8,17.0
9,12.0
10,26.0
11,10.0
12,16.0
13,17.0
14,14.0
15,87.0
16,29.0
17,27.0
18,16.0
19,18.0
20,38.0
21,16.0
22,15.0
23,25.0
24,13.0
25,19.0
26,17.0
27,11.0
28,27.0
29,30.0
30,14.0
31,19.0
32,18.0
33,17.0
34,20.0
35,13.0
36,9.0
37,23.0
38,14.0
39,9.0
40,24.0
41,33.0
42,20.0
43,14.0
44,81.0
45,16.0
46,28.0
47,30.0
48,41.0
49,19.0
50,34.0
51,15.0
52,14.0
53,17.0
54,19.0
55,14.0
56,23.0
57,31.0
58,11.0
59,32.0
60,41.0
61,47.0
62,28.0
63,13.0
64,19.0
65,16.0
66,41.0
67,19.0
68,21.0
69,16.0
70,21.0
71,11.0
72,29.0
73,19.0
74,21.0
75,35.0
76,15.0
77,17.0
78,15.0
79,10.0
80,43.0
81,17.0
82,51.0
83,24.0
84,16.0
85,22.0
86,12.0
87,20.0
88,19.0
89,37.0
90,54.0
91,19.0
92,28.0
93,32.0
94,30.0
95,29.0
96,9.0
97,15.0
98,10.0
99,15.0
100,24.0
101,15.0
102,20.0
103,14.0
104,48.0
105,10.0
106,12.0
107,46.0
108,29.0
109,18.0
110,21.0
111,23.0
112,15.0
113,19.0
114,19.0
115,38.0
116,21.0
117,20.0
118,24.0
119,11.0
120,28.0
121,24.0
122,33.0
123,22.0
124,14.0
125,34.0
126,23.0
127,50.0
128,22.0
129,31.0
130,10.0
131,20.0
132,17.0
133,12.0
134,57.0
135,17.0
136,79.0
137,39.0
138,21.0
139,13.0
140,14.0
141,31.0
142,38.0
143,11.0
144,19.0
145,48.0
146,16.0
147,13.0
148,16.0
149,32.0
150,33.0
151,16.0
152,18.0
153,66.0
154,23.0
155,37.0
156,12.0
157,48.0
158,13.0
159,37.0
160,14.0
161,77.0
162,21.0
163,19.0
164,53.0
165,21.0
166,18.0
167,23.0
168,34.0
169,78.0
170,23.0
171,14.0
172,21.0
173,22.0
174,13.0
175,15.0
176,12.0
177,18.0
178,55.0
179,31.0
180,84.0
181,16.0
182,9.0
183,40.0
184,46.0
185,27.0
186,70.0
187,41.0
188,49.0
189,70.0
190,18.0
191,20.0
192,80.0
193,16.0
194,82.0
195,33.0
196,27.0
197,27.0
198,28.0
199,18.0
200,18.0
201,95.0
202,39.0
203,21.0
204,21.0
205,81.0
206,22.0
207,57.0
208,17.0
209,47.0
210,50.0
211,12.0
212,13.0
213,12.0
214,23.0
215,13.0
216,48.0
217,29.0
218,18.0
219,15.0
220,63.0
221,38.0
222,116.0
223,33.0
224,11.0
225,19.0
226,12.0
227,15.0
228,42.0
229,14.0
230,41.0
231,20.0
232,53.0
233,21.0
234,35.0
235,28.0
236,15.0
237,17.0
238,14.0
239,23.0
240,36.0
241,79.0
242,56.0
243,62.0
244,26.0
245,24.0
246,25.0
247,85.0
248,24.0
249,49.0
250,42.0
251,15.0
252,73.0
253,25.0
254,69.0
255,18.0
256,85.0
257,29.0
258,48.0
259,16.0
260,45.0
261,13.0
262,26.0
263,26.0
264,14.0
265,27.0
266,18.0
267,81.0
268,59.0
269,21.0
270,44.0
271,22.0
272,21.0
273,46.0
274,15.0
275,29.0
276,22.0
277,12.0
278,20.0
279,58.0
280,31.0
281,45.0
282,63.0
283,18.0
284,26.0
285,17.0
286,31.0
287,31.0
288,17.0
289,60.0
290,13.0
291,18.0
292,14.0
293,24.0
294,22.0
295,19.0
296,31.0
297,31.0
298,43.0
299,16.0
300,20.0
301,19.0
302,56.0
303,19.0
304,14.0
305,13.0
306,18.0
307,32.0
308,76.0
309,40.0
310,82.0
311,21.0
312,17.0
313,30.0
314,10.0
315,20.0
316,82.0
317,25.0
318,29.0
319,49.0
320,21.0
321,15.0
322,24.0
323,34.0
324,28.0
325,45.0
326,85.0
327,12.0
328,16.0
329,30.0
330,30.0
331,35.0
332,31.0
333,13.0
334,31.0
335,35.0
336,30.0
337,13.0
338,26.0
339,25.0
340,45.0
341,37.0
342,46.0
343,15.0
