episode_E,Exploration Evolution
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,0.9285714285714286
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,0.9166666666666666
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,0.96875
21,0.9696969696969697
22,1.0
23,0.9090909090909091
24,0.96
25,1.0
26,0.967741935483871
27,1.0
28,1.0
29,0.9615384615384616
30,1.0
31,0.9230769230769231
32,0.9285714285714286
33,0.9523809523809523
34,1.0
35,1.0
36,0.9333333333333333
37,1.0
38,0.9459459459459459
39,0.9130434782608695
40,0.95
41,0.9375
42,0.9705882352941176
43,0.9545454545454546
44,1.0
45,0.9629629629629629
46,0.948051948051948
47,0.9473684210526315
48,1.0
49,0.9642857142857143
50,0.7777777777777778
51,0.8333333333333334
52,0.8695652173913043
53,1.0
54,0.92
55,0.9298245614035088
56,0.9041095890410958
57,0.9210526315789473
58,0.9166666666666666
59,0.9761904761904762
60,0.8888888888888888
61,1.0
62,0.9285714285714286
63,0.8235294117647058
64,0.9090909090909091
65,1.0
66,0.9259259259259259
67,0.9565217391304348
68,0.896551724137931
69,0.935064935064935
70,0.9333333333333333
71,0.8846153846153846
72,1.0
73,1.0
74,1.0
75,0.9047619047619048
76,0.9545454545454546
77,0.9666666666666667
78,1.0
79,0.9411764705882353
80,0.9069767441860465
81,0.8571428571428571
82,0.9285714285714286
83,0.92
84,0.9230769230769231
85,0.782608695652174
86,1.0
87,0.625
88,0.8823529411764706
89,0.7692307692307693
90,0.8
91,0.8
92,0.8181818181818182
93,1.0
94,0.8333333333333334
95,0.7575757575757576
96,0.8333333333333334
97,0.8636363636363636
98,0.8787878787878788
99,1.0
100,0.8666666666666667
101,0.8214285714285714
102,0.9
103,0.8823529411764706
104,0.8823529411764706
105,0.8620689655172413
106,0.75
107,0.9166666666666666
108,1.0
109,0.8461538461538461
110,0.7777777777777778
111,0.7647058823529411
112,0.8656716417910447
113,0.8888888888888888
114,0.85
115,0.8181818181818182
116,0.8461538461538461
117,0.8636363636363636
118,0.9142857142857143
119,0.6842105263157895
120,0.7878787878787878
121,0.7142857142857143
122,0.7714285714285715
123,0.9523809523809523
124,0.7708333333333334
125,0.85
126,0.8421052631578947
127,0.8636363636363636
128,0.9583333333333334
129,0.7931034482758621
130,0.85
131,0.8378378378378378
132,0.8076923076923077
133,0.8636363636363636
134,0.8571428571428571
135,0.9333333333333333
136,1.0
137,0.8
138,0.875
