episode_R,Reward Evolution
0,34.0
1,18.0
2,18.0
3,20.0
4,17.0
5,23.0
6,10.0
7,14.0
8,52.0
9,20.0
10,22.0
11,21.0
12,12.0
13,17.0
14,12.0
15,14.0
16,31.0
17,46.0
18,26.0
19,29.0
20,14.0
21,13.0
22,16.0
23,10.0
24,50.0
25,28.0
26,23.0
27,43.0
28,19.0
29,20.0
30,20.0
31,21.0
32,33.0
33,29.0
34,39.0
35,30.0
36,8.0
37,15.0
38,19.0
39,11.0
40,11.0
41,13.0
42,11.0
43,17.0
44,12.0
45,9.0
46,9.0
47,25.0
48,11.0
49,12.0
50,22.0
51,14.0
52,35.0
53,15.0
54,14.0
55,62.0
56,29.0
57,39.0
58,16.0
59,25.0
60,20.0
61,13.0
62,9.0
63,45.0
64,18.0
65,14.0
66,20.0
67,15.0
68,34.0
69,30.0
70,21.0
71,11.0
72,18.0
73,16.0
74,16.0
75,29.0
76,16.0
77,68.0
78,11.0
79,13.0
80,23.0
81,52.0
82,35.0
83,65.0
84,23.0
85,14.0
86,16.0
87,16.0
88,20.0
89,21.0
90,26.0
91,31.0
92,15.0
93,15.0
94,14.0
95,13.0
96,44.0
97,55.0
98,43.0
99,22.0
100,16.0
101,26.0
102,26.0
103,16.0
104,27.0
105,22.0
106,30.0
107,29.0
108,16.0
109,20.0
110,14.0
111,13.0
112,37.0
113,12.0
114,23.0
115,17.0
116,13.0
117,49.0
118,22.0
119,11.0
120,20.0
121,22.0
122,24.0
123,40.0
124,17.0
125,14.0
126,13.0
127,16.0
128,35.0
129,36.0
130,38.0
131,60.0
132,20.0
133,16.0
134,10.0
135,75.0
136,21.0
137,24.0
138,18.0
139,15.0
140,14.0
141,22.0
142,28.0
143,49.0
144,21.0
145,17.0
146,15.0
147,25.0
148,31.0
149,50.0
150,19.0
151,36.0
152,39.0
153,31.0
154,33.0
155,24.0
156,16.0
157,24.0
158,13.0
159,30.0
160,30.0
161,31.0
162,32.0
163,46.0
164,25.0
165,24.0
166,31.0
167,14.0
168,30.0
169,14.0
170,12.0
171,18.0
172,57.0
173,16.0
174,80.0
175,52.0
176,28.0
177,25.0
178,26.0
179,18.0
180,26.0
181,8.0
182,25.0
183,28.0
184,41.0
185,31.0
186,18.0
187,54.0
188,13.0
189,16.0
190,37.0
191,15.0
192,50.0
193,25.0
194,84.0
195,22.0
196,38.0
197,17.0
198,27.0
199,11.0
200,32.0
201,45.0
202,27.0
203,22.0
204,13.0
205,22.0
206,17.0
207,17.0
208,42.0
209,16.0
210,18.0
211,9.0
212,30.0
213,48.0
214,41.0
215,37.0
216,14.0
217,19.0
218,21.0
219,57.0
220,13.0
221,22.0
222,18.0
223,46.0
224,14.0
225,29.0
226,21.0
227,29.0
228,18.0
229,23.0
230,18.0
231,33.0
232,22.0
233,16.0
234,9.0
235,36.0
236,30.0
237,42.0
238,27.0
239,14.0
240,29.0
241,21.0
242,36.0
243,51.0
244,31.0
245,26.0
246,19.0
247,37.0
248,20.0
249,18.0
250,16.0
251,34.0
252,35.0
253,25.0
254,23.0
255,13.0
256,85.0
257,11.0
258,20.0
259,11.0
260,22.0
261,17.0
262,29.0
263,15.0
264,10.0
265,40.0
266,17.0
267,26.0
268,26.0
269,19.0
270,22.0
271,23.0
272,12.0
273,54.0
274,23.0
275,49.0
276,37.0
277,44.0
278,22.0
279,10.0
280,83.0
281,20.0
282,17.0
283,24.0
284,9.0
285,80.0
286,57.0
287,20.0
288,40.0
289,25.0
290,28.0
291,17.0
292,30.0
293,46.0
294,17.0
295,32.0
296,23.0
297,41.0
298,22.0
299,13.0
300,24.0
301,29.0
302,21.0
303,12.0
304,19.0
305,29.0
306,22.0
307,22.0
308,20.0
309,21.0
310,80.0
311,130.0
312,45.0
313,27.0
314,53.0
315,22.0
316,58.0
317,44.0
318,22.0
319,22.0
320,66.0
321,20.0
322,18.0
323,29.0
324,20.0
325,50.0
326,21.0
327,37.0
328,19.0
329,36.0
330,49.0
331,12.0
332,28.0
333,24.0
334,30.0
335,26.0
336,20.0
337,31.0
338,25.0
339,24.0
340,24.0
341,22.0
342,39.0
343,13.0
344,32.0
345,13.0
346,23.0
347,51.0
348,55.0
349,16.0
350,23.0
351,25.0
352,27.0
353,43.0
354,17.0
355,43.0
356,22.0
357,15.0
358,23.0
359,16.0
360,44.0
361,43.0
362,38.0
363,26.0
364,24.0
365,13.0
366,27.0
367,26.0
368,11.0
369,23.0
370,12.0
371,65.0
372,25.0
373,42.0
374,41.0
375,18.0
376,20.0
377,18.0
378,37.0
379,60.0
380,13.0
381,24.0
