episode_E,Exploration Evolution
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,0.975609756097561
16,1.0
17,0.9333333333333333
18,1.0
19,1.0
20,0.9444444444444444
21,0.9230769230769231
22,1.0
23,1.0
24,0.9230769230769231
25,0.9333333333333333
26,0.975609756097561
27,0.95
28,0.9361702127659575
29,0.9047619047619048
30,1.0
31,1.0
32,1.0
33,0.9583333333333334
34,0.9565217391304348
35,0.875
36,0.9230769230769231
37,1.0
38,1.0
39,0.9230769230769231
40,0.9375
41,1.0
42,0.9393939393939394
43,0.9615384615384616
44,0.9444444444444444
45,0.8571428571428571
46,0.9666666666666667
47,0.9411764705882353
48,0.92
49,0.9166666666666666
50,0.9166666666666666
51,1.0
52,0.92
53,0.8571428571428571
54,1.0
55,0.8333333333333334
56,0.8181818181818182
57,1.0
58,0.9642857142857143
59,1.0
60,1.0
61,0.8571428571428571
62,0.9375
63,0.890625
64,0.8541666666666666
65,0.8571428571428571
66,1.0
67,1.0
68,0.9803921568627451
69,0.8809523809523809
70,0.9473684210526315
71,0.8823529411764706
72,0.8125
73,0.7647058823529411
74,0.9090909090909091
75,0.8636363636363636
76,0.8666666666666667
77,1.0
78,1.0
79,0.9
80,0.8888888888888888
81,0.9375
82,1.0
83,0.9056603773584906
84,0.9
85,0.7818181818181819
86,0.8636363636363636
87,1.0
88,1.0
89,0.9090909090909091
90,1.0
91,1.0
92,0.9117647058823529
93,0.9230769230769231
94,0.8181818181818182
95,0.9166666666666666
96,0.7857142857142857
97,0.8421052631578947
98,0.9375
99,0.896551724137931
100,0.7333333333333333
101,0.8
102,0.9166666666666666
103,0.8444444444444444
104,0.8695652173913043
105,0.9090909090909091
106,0.7777777777777778
107,1.0
108,0.8611111111111112
109,0.8421052631578947
110,0.975
111,0.8
112,0.9166666666666666
113,0.9166666666666666
114,0.9166666666666666
115,0.8333333333333334
116,0.8235294117647058
117,0.8285714285714286
118,0.8974358974358975
119,0.7777777777777778
120,0.8571428571428571
121,0.8333333333333334
122,0.9259259259259259
123,0.9333333333333333
124,0.9411764705882353
125,0.9230769230769231
126,0.8571428571428571
127,0.8260869565217391
128,0.8809523809523809
129,0.8571428571428571
130,0.875
131,0.9259259259259259
132,0.9166666666666666
133,0.8
134,0.7222222222222222
135,0.7866666666666666
136,0.8235294117647058
137,0.8787878787878788
138,0.8787878787878788
