episode_R,Reward Evolution
0,32.0
1,14.0
2,12.0
3,11.0
4,14.0
5,20.0
6,14.0
7,16.0
8,12.0
9,16.0
10,28.0
11,14.0
12,20.0
13,12.0
14,12.0
15,15.0
16,11.0
17,14.0
18,25.0
19,11.0
20,32.0
21,33.0
22,38.0
23,11.0
24,25.0
25,10.0
26,31.0
27,22.0
28,17.0
29,26.0
30,27.0
31,13.0
32,14.0
33,21.0
34,20.0
35,11.0
36,30.0
37,12.0
38,37.0
39,23.0
40,20.0
41,16.0
42,34.0
43,22.0
44,15.0
45,27.0
46,77.0
47,38.0
48,9.0
49,28.0
50,9.0
51,30.0
52,23.0
53,17.0
54,25.0
55,57.0
56,73.0
57,38.0
58,12.0
59,42.0
60,27.0
61,15.0
62,28.0
63,34.0
64,11.0
65,10.0
66,27.0
67,23.0
68,87.0
69,77.0
70,15.0
71,26.0
72,28.0
73,16.0
74,19.0
75,21.0
76,22.0
77,30.0
78,17.0
79,17.0
80,43.0
81,21.0
82,14.0
83,50.0
84,13.0
85,23.0
86,10.0
87,16.0
88,17.0
89,13.0
90,25.0
91,40.0
92,44.0
93,11.0
94,48.0
95,33.0
96,12.0
97,22.0
98,33.0
99,24.0
100,30.0
101,28.0
102,10.0
103,34.0
104,17.0
105,29.0
106,24.0
107,12.0
108,10.0
109,13.0
110,9.0
111,17.0
112,67.0
113,18.0
114,20.0
115,33.0
116,26.0
117,22.0
118,35.0
119,19.0
120,33.0
121,28.0
122,35.0
123,21.0
124,48.0
125,20.0
126,19.0
127,22.0
128,24.0
129,29.0
130,20.0
131,37.0
132,26.0
133,22.0
134,35.0
135,15.0
136,14.0
137,15.0
138,32.0
139,29.0
140,30.0
141,25.0
142,13.0
143,19.0
144,29.0
145,28.0
146,39.0
147,12.0
148,28.0
149,45.0
150,48.0
151,35.0
152,48.0
153,16.0
154,12.0
155,10.0
156,70.0
157,11.0
158,22.0
159,54.0
160,18.0
161,24.0
162,15.0
163,17.0
164,35.0
165,19.0
166,45.0
167,31.0
168,57.0
169,25.0
170,13.0
171,19.0
172,46.0
173,10.0
174,39.0
175,20.0
176,30.0
177,22.0
178,31.0
179,56.0
180,14.0
181,27.0
182,28.0
183,42.0
184,14.0
185,50.0
186,18.0
187,66.0
188,25.0
189,63.0
190,16.0
191,52.0
192,72.0
193,29.0
194,30.0
195,34.0
196,20.0
197,36.0
198,20.0
199,27.0
200,35.0
201,32.0
202,25.0
203,43.0
204,22.0
205,35.0
206,32.0
207,17.0
208,13.0
209,19.0
210,38.0
211,22.0
212,57.0
213,44.0
214,26.0
215,17.0
216,28.0
217,12.0
218,25.0
219,41.0
220,55.0
221,16.0
222,21.0
223,22.0
224,11.0
225,55.0
226,10.0
227,14.0
228,27.0
229,13.0
230,38.0
231,18.0
232,29.0
233,10.0
234,54.0
235,36.0
236,11.0
237,22.0
238,71.0
239,37.0
240,58.0
241,29.0
242,17.0
243,31.0
244,8.0
245,50.0
246,13.0
247,11.0
248,78.0
249,31.0
250,78.0
251,16.0
252,55.0
253,26.0
254,35.0
255,16.0
256,19.0
257,37.0
258,22.0
259,30.0
260,40.0
261,39.0
262,40.0
263,16.0
264,14.0
265,15.0
266,59.0
267,36.0
268,20.0
269,49.0
270,43.0
271,18.0
272,54.0
273,17.0
274,14.0
275,24.0
276,16.0
277,18.0
278,52.0
279,36.0
280,64.0
281,40.0
282,61.0
283,11.0
284,22.0
285,15.0
286,13.0
287,15.0
288,19.0
289,22.0
290,43.0
291,12.0
292,97.0
293,66.0
294,27.0
295,37.0
296,63.0
297,53.0
298,10.0
299,22.0
300,17.0
301,40.0
302,23.0
303,38.0
304,51.0
305,20.0
306,13.0
307,25.0
308,53.0
309,38.0
310,41.0
311,17.0
312,28.0
313,34.0
314,17.0
315,19.0
316,34.0
317,24.0
318,17.0
319,17.0
320,20.0
321,35.0
322,15.0
323,13.0
324,58.0
325,17.0
326,10.0
327,36.0
328,12.0
329,15.0
330,59.0
331,36.0
332,21.0
333,19.0
334,36.0
335,23.0
336,34.0
337,37.0
338,30.0
339,54.0
340,35.0
341,50.0
342,22.0
343,18.0
344,21.0
345,17.0
346,27.0
347,26.0
348,14.0
349,15.0
350,22.0
351,63.0
352,27.0
353,39.0
354,56.0
355,21.0
356,16.0
357,20.0
358,61.0
359,18.0
360,14.0
361,20.0
362,22.0
363,24.0
364,21.0
365,15.0
366,44.0
367,22.0
368,43.0
369,21.0
370,30.0
371,40.0
372,54.0
373,45.0
374,23.0
375,42.0
376,10.0
377,68.0
378,19.0
379,28.0
380,49.0
381,31.0
382,15.0
383,31.0
384,27.0
385,22.0
386,52.0
387,41.0
388,102.0
389,21.0
390,21.0
391,11.0
392,64.0
393,21.0
394,87.0
395,47.0
396,47.0
397,18.0
398,14.0
399,13.0
400,79.0
401,77.0
402,18.0
403,22.0
404,39.0
405,15.0
406,50.0
407,42.0
408,51.0
409,34.0
410,35.0
411,16.0
412,24.0
413,56.0
414,21.0
415,18.0
416,87.0
417,26.0
418,18.0
419,49.0
420,40.0
421,25.0
422,16.0
423,31.0
424,27.0
425,40.0
426,17.0
427,47.0
428,96.0
429,58.0
430,14.0
431,19.0
432,75.0
433,51.0
434,20.0
435,107.0
436,70.0
437,70.0
438,32.0
439,20.0
440,105.0
441,23.0
442,18.0
443,35.0
444,52.0
445,53.0
446,21.0
447,68.0
448,20.0
449,23.0
450,91.0
451,27.0
452,15.0
453,48.0
454,23.0
455,65.0
456,45.0
457,15.0
458,40.0
459,39.0
460,62.0
461,27.0
462,13.0
463,16.0
464,53.0
465,53.0
466,46.0
467,23.0
468,18.0
469,18.0
470,78.0
471,35.0
472,18.0
473,83.0
474,46.0
475,24.0
476,40.0
477,20.0
478,32.0
479,57.0
480,38.0
481,46.0
482,16.0
483,15.0
484,48.0
485,42.0
486,33.0
487,34.0
488,15.0
489,44.0
490,85.0
491,81.0
492,65.0
493,16.0
494,19.0
495,51.0
496,16.0
497,22.0
498,88.0
499,45.0
500,57.0
501,20.0
502,13.0
503,59.0
504,14.0
505,27.0
506,49.0
507,43.0
508,30.0
509,72.0
510,21.0
511,14.0
512,13.0
513,49.0
514,36.0
515,17.0
516,81.0
517,30.0
518,59.0
519,108.0
520,48.0
521,35.0
522,24.0
523,17.0
524,43.0
525,26.0
