episode_R,Reward Evolution
0,9.0
1,14.0
2,24.0
3,28.0
4,19.0
5,37.0
6,31.0
7,26.0
8,34.0
9,22.0
10,26.0
11,23.0
12,27.0
13,14.0
14,40.0
15,16.0
16,20.0
17,35.0
18,25.0
19,12.0
20,20.0
21,62.0
22,32.0
23,11.0
24,25.0
25,23.0
26,10.0
27,56.0
28,20.0
29,29.0
30,15.0
31,21.0
32,10.0
33,31.0
34,15.0
35,20.0
36,17.0
37,19.0
38,10.0
39,17.0
40,20.0
41,17.0
42,34.0
43,21.0
44,24.0
45,12.0
46,29.0
47,33.0
48,32.0
49,29.0
50,52.0
51,14.0
52,58.0
53,33.0
54,13.0
55,17.0
56,12.0
57,27.0
58,17.0
59,13.0
60,29.0
61,37.0
62,13.0
63,12.0
64,17.0
65,17.0
66,11.0
67,25.0
68,9.0
69,12.0
70,14.0
71,38.0
72,16.0
73,13.0
74,21.0
75,13.0
76,19.0
77,15.0
78,35.0
79,12.0
80,31.0
81,26.0
82,56.0
83,29.0
84,25.0
85,20.0
86,18.0
87,14.0
88,41.0
89,18.0
90,21.0
91,54.0
92,13.0
93,15.0
94,21.0
95,30.0
96,17.0
97,15.0
98,28.0
99,18.0
100,10.0
101,15.0
102,57.0
103,44.0
104,19.0
105,15.0
106,22.0
107,19.0
108,34.0
109,16.0
110,12.0
111,36.0
112,11.0
113,41.0
114,25.0
115,17.0
116,13.0
117,28.0
118,15.0
119,43.0
120,24.0
121,16.0
122,17.0
123,22.0
124,50.0
125,38.0
126,32.0
127,78.0
128,24.0
129,22.0
130,13.0
131,27.0
132,11.0
133,24.0
134,20.0
135,23.0
136,17.0
137,26.0
138,13.0
139,10.0
140,11.0
141,21.0
142,29.0
143,26.0
144,25.0
145,17.0
146,23.0
147,38.0
148,29.0
149,22.0
150,18.0
151,12.0
152,23.0
153,26.0
154,27.0
155,20.0
156,10.0
157,15.0
158,10.0
159,32.0
160,31.0
161,13.0
162,19.0
163,14.0
164,26.0
165,18.0
166,34.0
167,11.0
168,13.0
169,24.0
170,79.0
171,14.0
172,18.0
173,54.0
174,37.0
175,12.0
176,14.0
177,18.0
178,42.0
179,21.0
180,36.0
181,39.0
182,17.0
183,22.0
184,15.0
185,16.0
186,9.0
187,17.0
188,22.0
189,46.0
190,8.0
191,22.0
192,15.0
193,40.0
194,19.0
195,29.0
196,9.0
197,8.0
198,13.0
199,22.0
200,9.0
201,32.0
202,43.0
203,35.0
204,19.0
205,15.0
206,14.0
207,12.0
208,35.0
209,13.0
210,19.0
211,15.0
212,11.0
213,40.0
214,11.0
215,30.0
216,20.0
217,15.0
218,53.0
219,28.0
220,17.0
221,29.0
222,13.0
223,36.0
224,11.0
225,15.0
226,40.0
227,13.0
228,41.0
229,20.0
230,29.0
231,10.0
232,30.0
233,21.0
234,46.0
235,21.0
236,13.0
237,53.0
238,15.0
239,31.0
240,42.0
241,14.0
242,36.0
243,27.0
244,22.0
245,62.0
246,22.0
247,20.0
248,29.0
249,75.0
250,11.0
251,25.0
252,15.0
253,41.0
254,16.0
255,46.0
256,11.0
257,12.0
258,9.0
259,37.0
260,30.0
261,20.0
262,79.0
263,37.0
264,39.0
265,22.0
266,19.0
267,22.0
268,18.0
269,16.0
270,31.0
271,13.0
272,59.0
273,11.0
274,37.0
275,14.0
276,34.0
277,36.0
278,15.0
279,10.0
280,20.0
281,13.0
282,17.0
283,26.0
284,16.0
285,71.0
286,14.0
287,20.0
288,19.0
289,25.0
290,27.0
291,51.0
292,15.0
293,20.0
294,30.0
295,26.0
296,47.0
297,15.0
298,11.0
299,47.0
300,17.0
301,17.0
302,15.0
303,29.0
304,50.0
305,22.0
306,57.0
307,14.0
308,13.0
309,25.0
310,19.0
311,22.0
312,22.0
313,41.0
314,16.0
315,15.0
316,52.0
317,26.0
318,48.0
319,20.0
320,94.0
321,103.0
322,49.0
323,58.0
324,22.0
325,13.0
326,17.0
327,12.0
328,29.0
329,96.0
330,13.0
331,29.0
332,15.0
333,19.0
334,16.0
335,27.0
336,12.0
337,12.0
338,11.0
339,16.0
340,23.0
341,14.0
342,30.0
343,38.0
344,41.0
345,8.0
346,22.0
347,72.0
348,26.0
349,15.0
350,38.0
351,35.0
352,38.0
353,60.0
354,38.0
355,18.0
356,29.0
357,17.0
358,14.0
359,29.0
360,19.0
361,53.0
362,26.0
363,43.0
364,20.0
365,25.0
366,21.0
367,14.0
368,16.0
369,99.0
370,22.0
371,31.0
372,19.0
373,31.0
374,10.0
375,30.0
376,24.0
377,22.0
378,30.0
379,37.0
380,17.0
381,12.0
382,40.0
383,34.0
384,79.0
385,36.0
386,26.0
387,66.0
