episode_R,Reward Evolution
0,24.0
1,26.0
2,20.0
3,24.0
4,18.0
5,24.0
6,14.0
7,15.0
8,25.0
9,16.0
10,15.0
11,13.0
12,12.0
13,12.0
14,28.0
15,21.0
16,16.0
17,55.0
18,18.0
19,18.0
20,32.0
21,11.0
22,18.0
23,28.0
24,16.0
25,22.0
26,15.0
27,25.0
28,25.0
29,14.0
30,14.0
31,27.0
32,39.0
33,10.0
34,20.0
35,30.0
36,33.0
37,9.0
38,27.0
39,14.0
40,40.0
41,29.0
42,17.0
43,19.0
44,21.0
45,21.0
46,18.0
47,18.0
48,11.0
49,14.0
50,27.0
51,12.0
52,50.0
53,15.0
54,22.0
55,16.0
56,16.0
57,13.0
58,39.0
59,16.0
60,27.0
61,25.0
62,16.0
63,21.0
64,27.0
65,17.0
66,26.0
67,25.0
68,32.0
69,22.0
70,26.0
71,12.0
72,23.0
73,66.0
74,23.0
75,17.0
76,25.0
77,15.0
78,20.0
79,12.0
80,14.0
81,16.0
82,22.0
83,17.0
84,30.0
85,17.0
86,33.0
87,11.0
88,14.0
89,14.0
90,31.0
91,18.0
92,9.0
93,15.0
94,18.0
95,24.0
96,30.0
97,14.0
98,9.0
99,32.0
100,15.0
101,11.0
102,28.0
103,15.0
104,14.0
105,34.0
106,13.0
107,10.0
108,11.0
109,13.0
110,11.0
111,24.0
112,10.0
113,18.0
114,17.0
115,14.0
116,33.0
117,13.0
118,21.0
119,13.0
120,10.0
121,26.0
122,15.0
123,10.0
124,18.0
125,29.0
126,11.0
127,13.0
128,51.0
129,18.0
130,21.0
131,14.0
132,23.0
133,15.0
134,41.0
135,51.0
136,20.0
137,23.0
138,13.0
139,38.0
140,49.0
141,13.0
142,14.0
143,19.0
144,16.0
145,18.0
146,44.0
147,51.0
148,31.0
149,19.0
150,32.0
151,19.0
152,22.0
153,27.0
154,16.0
155,28.0
156,49.0
157,20.0
158,19.0
159,9.0
160,15.0
161,18.0
162,15.0
163,27.0
164,12.0
165,14.0
166,30.0
167,21.0
168,13.0
169,18.0
170,19.0
171,19.0
172,34.0
173,12.0
174,20.0
175,37.0
176,15.0
177,22.0
178,9.0
179,23.0
180,8.0
181,22.0
182,48.0
183,18.0
184,60.0
185,19.0
186,13.0
187,18.0
188,19.0
189,23.0
190,15.0
191,17.0
192,15.0
193,26.0
194,14.0
195,13.0
196,12.0
197,25.0
198,11.0
199,15.0
200,14.0
201,17.0
202,20.0
203,38.0
