episode_R,Reward Evolution
0,13.0
1,25.0
2,17.0
3,51.0
4,15.0
5,17.0
6,12.0
7,42.0
8,27.0
9,30.0
10,14.0
11,18.0
12,14.0
13,24.0
14,19.0
15,27.0
16,17.0
17,73.0
18,17.0
19,41.0
20,11.0
21,28.0
22,9.0
23,19.0
24,21.0
25,11.0
26,26.0
27,11.0
28,21.0
29,33.0
30,20.0
31,29.0
32,11.0
33,13.0
34,31.0
35,49.0
36,29.0
37,13.0
38,14.0
39,26.0
40,22.0
41,17.0
42,16.0
43,28.0
44,22.0
45,25.0
46,18.0
47,9.0
48,13.0
49,21.0
50,21.0
51,15.0
52,11.0
53,13.0
54,21.0
55,18.0
56,15.0
57,20.0
58,38.0
59,19.0
60,12.0
61,10.0
62,12.0
63,24.0
64,22.0
65,22.0
66,14.0
67,20.0
68,38.0
69,15.0
70,15.0
71,19.0
72,18.0
73,12.0
74,9.0
75,35.0
76,77.0
77,28.0
78,9.0
79,20.0
80,15.0
81,12.0
82,26.0
83,11.0
84,17.0
85,14.0
86,22.0
87,16.0
88,20.0
89,22.0
90,12.0
91,27.0
92,13.0
93,41.0
94,18.0
95,13.0
96,44.0
97,33.0
98,11.0
99,26.0
100,20.0
101,40.0
102,12.0
103,20.0
104,17.0
105,20.0
106,39.0
107,28.0
108,16.0
109,10.0
110,12.0
111,23.0
112,25.0
113,15.0
114,23.0
115,22.0
116,19.0
117,14.0
118,11.0
119,15.0
120,17.0
121,35.0
122,33.0
123,20.0
124,33.0
125,9.0
126,26.0
127,13.0
128,20.0
129,13.0
130,14.0
131,22.0
132,17.0
133,10.0
134,10.0
135,17.0
136,48.0
137,36.0
138,29.0
139,19.0
140,24.0
141,18.0
142,20.0
143,13.0
144,29.0
145,29.0
146,13.0
147,15.0
148,15.0
149,10.0
150,21.0
151,16.0
152,14.0
153,13.0
154,16.0
155,31.0
156,14.0
157,15.0
158,35.0
159,30.0
160,34.0
161,12.0
162,17.0
163,24.0
164,15.0
165,13.0
166,13.0
167,10.0
168,26.0
169,23.0
170,13.0
171,10.0
172,13.0
173,24.0
174,13.0
175,20.0
176,30.0
177,16.0
178,53.0
179,14.0
180,21.0
181,48.0
182,19.0
183,15.0
184,12.0
185,14.0
186,22.0
187,22.0
188,28.0
189,11.0
190,26.0
191,14.0
192,13.0
193,20.0
194,22.0
195,14.0
196,15.0
197,18.0
198,12.0
199,13.0
200,28.0
201,24.0
202,35.0
203,10.0
204,20.0
205,14.0
206,60.0
207,12.0
208,15.0
209,24.0
210,11.0
211,17.0
212,23.0
213,12.0
214,22.0
215,16.0
216,11.0
217,23.0
218,12.0
219,19.0
220,25.0
221,18.0
222,19.0
223,9.0
224,34.0
225,23.0
226,47.0
227,19.0
228,20.0
229,22.0
230,12.0
231,9.0
232,18.0
233,28.0
234,54.0
235,12.0
236,27.0
237,13.0
238,11.0
239,13.0
240,22.0
241,10.0
242,12.0
243,30.0
244,35.0
245,29.0
246,18.0
247,13.0
248,18.0
249,14.0
250,15.0
251,13.0
252,12.0
253,9.0
254,13.0
255,35.0
256,27.0
257,35.0
258,18.0
259,25.0
260,13.0
261,38.0
262,14.0
263,28.0
264,11.0
265,18.0
266,20.0
267,14.0
268,12.0
269,14.0
270,29.0
271,14.0
272,43.0
273,16.0
274,12.0
275,12.0
276,14.0
277,33.0
278,43.0
279,22.0
280,21.0
281,19.0
282,13.0
283,47.0
284,10.0
285,9.0
286,53.0
287,33.0
288,12.0
289,21.0
290,12.0
291,34.0
292,15.0
293,25.0
294,18.0
295,16.0
296,24.0
297,16.0
298,37.0
299,37.0
300,16.0
301,9.0
302,22.0
303,12.0
304,15.0
305,28.0
306,10.0
307,21.0
308,16.0
309,16.0
310,27.0
311,10.0
312,64.0
313,12.0
314,15.0
315,27.0
316,13.0
317,17.0
318,44.0
319,14.0
320,16.0
321,83.0
322,17.0
323,20.0
324,10.0
325,27.0
326,24.0
327,12.0
328,12.0
329,20.0
330,13.0
331,10.0
332,18.0
333,15.0
334,38.0
335,40.0
336,12.0
337,10.0
338,23.0
339,31.0
340,9.0
341,11.0
342,12.0
343,22.0
344,32.0
345,25.0
346,12.0
347,26.0
348,23.0
349,37.0
350,59.0
351,19.0
352,43.0
353,59.0
354,9.0
355,39.0
356,36.0
357,22.0
358,9.0
359,38.0
360,17.0
361,19.0
362,16.0
363,16.0
364,18.0
365,13.0
366,11.0
367,36.0
368,24.0
369,14.0
370,14.0
371,11.0
372,12.0
373,17.0
374,23.0
375,12.0
376,12.0
377,17.0
378,25.0
379,20.0
380,45.0
381,45.0
382,17.0
383,13.0
384,26.0
385,26.0
386,15.0
387,16.0
388,26.0
389,13.0
390,12.0
391,13.0
392,20.0
393,36.0
394,18.0
395,9.0
396,12.0
397,19.0
398,54.0
399,10.0
400,16.0
401,27.0
402,46.0
403,27.0
404,12.0
405,14.0
406,98.0
407,35.0
408,27.0
409,14.0
410,46.0
411,28.0
412,11.0
413,37.0
414,13.0
415,15.0
416,17.0
417,34.0
418,17.0
419,12.0
420,14.0
421,10.0
422,18.0
423,12.0
424,12.0
425,13.0
426,14.0
427,12.0
428,13.0
429,33.0
430,32.0
431,32.0
432,27.0
433,18.0
434,52.0
435,10.0
436,15.0
437,10.0
438,27.0
439,20.0
440,18.0
441,16.0
442,23.0
443,12.0
444,10.0
445,10.0
446,12.0
447,18.0
448,12.0
