episode_E,Exploration Evolution
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.9411764705882353
6,0.9166666666666666
7,1.0
8,0.9629629629629629
9,0.9666666666666667
10,1.0
11,1.0
12,1.0
13,1.0
14,0.9473684210526315
15,0.9629629629629629
16,1.0
17,0.9726027397260274
18,1.0
19,0.975609756097561
20,1.0
21,0.9285714285714286
22,0.8888888888888888
23,0.9473684210526315
24,1.0
25,1.0
26,1.0
27,0.9090909090909091
28,0.9523809523809523
29,0.9696969696969697
30,1.0
31,1.0
32,0.9090909090909091
33,0.9230769230769231
34,1.0
35,0.9591836734693877
36,0.8275862068965517
37,1.0
38,0.8571428571428571
39,0.9230769230769231
40,1.0
41,1.0
42,0.875
43,0.9285714285714286
44,0.8636363636363636
45,0.96
46,1.0
47,1.0
48,0.9230769230769231
49,0.9047619047619048
50,0.9047619047619048
51,0.8666666666666667
52,1.0
53,1.0
54,0.9523809523809523
55,0.9444444444444444
56,1.0
57,1.0
58,0.8947368421052632
59,0.9473684210526315
60,0.8333333333333334
61,0.9
62,0.9166666666666666
63,0.9166666666666666
64,0.8636363636363636
65,0.9545454545454546
66,0.9285714285714286
67,1.0
68,1.0
69,0.9333333333333333
70,0.9333333333333333
71,0.9473684210526315
72,0.8888888888888888
73,1.0
74,1.0
75,0.8857142857142857
76,0.9090909090909091
77,0.8928571428571429
78,1.0
79,0.95
80,0.9333333333333333
81,1.0
82,0.8461538461538461
83,1.0
84,0.9411764705882353
85,1.0
86,1.0
87,0.9375
88,0.9
89,0.8636363636363636
90,0.9166666666666666
91,0.9259259259259259
92,0.8461538461538461
93,0.926829268292683
94,0.9444444444444444
95,0.7692307692307693
96,0.8636363636363636
97,0.7878787878787878
98,1.0
99,0.9615384615384616
100,0.9
101,0.875
102,0.9166666666666666
103,0.8
104,0.7647058823529411
105,0.9
106,0.8717948717948718
107,0.8571428571428571
108,0.8125
109,0.9
110,0.75
111,0.8695652173913043
112,0.84
113,0.8666666666666667
114,0.9130434782608695
115,0.9090909090909091
116,0.7894736842105263
117,0.8571428571428571
118,0.9090909090909091
119,1.0
120,0.7647058823529411
121,0.8857142857142857
122,0.8484848484848485
123,0.85
124,0.8787878787878788
125,0.7777777777777778
126,0.8461538461538461
127,1.0
128,0.85
129,0.7692307692307693
130,0.8571428571428571
131,0.8181818181818182
132,0.7647058823529411
133,0.9
134,0.7
135,0.9411764705882353
136,0.7916666666666666
137,0.9166666666666666
138,0.9310344827586207
