episode_E,Exploration Evolution
0,1.0
1,1.0
2,0.9545454545454546
3,1.0
4,1.0
5,1.0
6,1.0
7,0.9166666666666666
8,0.9523809523809523
9,0.875
10,0.88
11,0.8
12,1.0
13,0.8928571428571429
14,1.0
15,0.9583333333333334
16,0.9696969696969697
17,0.9130434782608695
18,0.88
19,0.95
20,0.8333333333333334
21,0.9090909090909091
22,0.9354838709677419
23,0.9
24,0.8260869565217391
25,0.96
26,0.875
27,0.9047619047619048
28,0.8333333333333334
29,0.8148148148148148
30,0.8771929824561403
31,0.9285714285714286
32,0.6470588235294118
33,0.8823529411764706
34,0.9230769230769231
35,0.8378378378378378
36,0.8636363636363636
37,0.8888888888888888
38,0.8666666666666667
39,0.7222222222222222
40,0.6382978723404256
41,0.8620689655172413
42,0.7142857142857143
43,0.75
44,0.8202247191011236
45,0.868421052631579
46,0.801980198019802
47,0.8
48,0.9354838709677419
49,0.7894736842105263
50,0.9
51,0.8636363636363636
52,0.7105263157894737
53,0.65
54,0.7727272727272727
55,0.8076923076923077
56,0.7407407407407407
57,0.7733333333333333
58,0.7894736842105263
59,0.7027027027027027
60,0.717948717948718
61,0.6666666666666666
62,0.78125
63,0.7619047619047619
64,0.6666666666666666
65,0.7222222222222222
66,0.7619047619047619
67,0.8181818181818182
68,0.6875
69,0.7692307692307693
70,0.6785714285714286
71,0.6153846153846154
72,0.6666666666666666
73,0.36363636363636365
74,0.6428571428571429
75,0.7307692307692307
76,0.6875
77,0.7307692307692307
78,0.6551724137931034
79,0.782608695652174
80,0.7391304347826086
81,0.6511627906976745
82,0.5333333333333333
83,0.4864864864864865
84,0.7419354838709677
85,0.65
86,0.5555555555555556
87,0.6382978723404256
88,0.7307692307692307
89,0.625
90,0.64
91,0.71875
92,0.5
93,0.5714285714285714
94,0.47058823529411764
95,0.6176470588235294
96,0.45161290322580644
97,0.5476190476190477
98,0.7272727272727273
99,0.7450980392156863
100,0.7222222222222222
101,0.5909090909090909
102,0.6086956521739131
103,0.4918032786885246
104,0.7692307692307693
105,0.6
106,0.5
107,0.6744186046511628
108,0.5352112676056338
109,0.55
110,0.48
111,0.64
112,0.6956521739130435
113,0.5510204081632653
114,0.64
115,0.6
116,0.4307692307692308
117,0.5714285714285714
118,0.5882352941176471
119,0.6029411764705882
120,0.5357142857142857
121,0.4857142857142857
122,0.6041666666666666
123,0.55
124,0.5679012345679012
125,0.6296296296296297
126,0.55
127,0.5
128,0.5405405405405406
129,0.525
130,0.5333333333333333
131,0.5365853658536586
132,0.4146341463414634
133,0.4166666666666667
134,0.4666666666666667
135,0.375
136,0.47368421052631576
137,0.7083333333333334
138,0.5172413793103449
139,0.4868421052631579
140,0.5
141,0.6
142,0.5757575757575758
143,0.4444444444444444
144,0.5454545454545454
145,0.47058823529411764
146,0.46153846153846156
147,0.35
148,0.5
149,0.5384615384615384
150,0.6666666666666666
151,0.6756756756756757
152,0.45901639344262296
153,0.3684210526315789
154,0.6451612903225806
155,0.631578947368421
156,0.55
157,0.475
158,0.3793103448275862
159,0.4634146341463415
160,0.4166666666666667
161,0.5
162,0.15384615384615385
163,0.42857142857142855
164,0.5142857142857142
165,0.43137254901960786
166,0.6111111111111112
167,0.42105263157894735
168,0.4246575342465753
169,0.32142857142857145
170,0.46875
171,0.41379310344827586
172,0.5769230769230769
173,0.43636363636363634
174,0.3469387755102041
175,0.4230769230769231
176,0.423728813559322
177,0.4318181818181818
178,0.5333333333333333
179,0.3829787234042553
180,0.48
181,0.45454545454545453
182,0.30357142857142855
183,0.42592592592592593
184,0.4666666666666667
185,0.37037037037037035
186,0.3969465648854962
187,0.4090909090909091
188,0.2857142857142857
189,0.41935483870967744
190,0.4523809523809524
191,0.40476190476190477
192,0.4146341463414634
193,0.4166666666666667
194,0.35135135135135137
195,0.43283582089552236
196,0.32
197,0.29411764705882354
198,0.5
199,0.3898305084745763
