episode_E,Exploration Evolution
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,0.9761904761904762
25,0.9767441860465116
26,1.0
27,1.0
28,1.0
29,0.9852941176470589
30,1.0
31,1.0
32,1.0
33,1.0
34,0.9444444444444444
35,1.0
36,1.0
37,1.0
38,0.9545454545454546
39,0.95
40,0.98
41,1.0
42,1.0
43,1.0
44,1.0
45,0.9259259259259259
46,1.0
47,1.0
48,0.9333333333333333
49,0.9473684210526315
50,1.0
51,0.9523809523809523
52,1.0
53,1.0
54,0.9666666666666667
55,1.0
56,1.0
57,0.9629629629629629
58,0.9545454545454546
59,1.0
60,0.88
61,1.0
62,1.0
63,1.0
64,0.9285714285714286
65,1.0
66,0.9230769230769231
67,0.8666666666666667
68,0.9375
69,0.95
70,1.0
71,0.8666666666666667
72,0.9285714285714286
73,0.9166666666666666
74,1.0
75,0.9
76,0.9285714285714286
77,1.0
78,1.0
79,1.0
80,0.9722222222222222
81,1.0
82,0.9393939393939394
83,0.9565217391304348
84,1.0
85,1.0
86,0.9583333333333334
87,0.9166666666666666
88,0.9743589743589743
89,0.8461538461538461
90,0.9333333333333333
91,0.9032258064516129
92,1.0
93,1.0
94,1.0
95,0.9666666666666667
96,0.9090909090909091
97,0.9090909090909091
98,0.9090909090909091
99,0.875
100,1.0
101,0.9230769230769231
102,1.0
103,1.0
104,0.9615384615384616
105,0.9375
106,0.7777777777777778
107,0.9777777777777777
108,0.9230769230769231
109,0.8461538461538461
110,1.0
111,1.0
112,0.9444444444444444
113,1.0
114,0.9090909090909091
115,1.0
116,1.0
117,1.0
118,0.953125
119,0.9285714285714286
120,1.0
121,0.9824561403508771
122,0.9411764705882353
123,1.0
124,0.8888888888888888
125,0.9375
126,0.9411764705882353
127,1.0
128,0.9090909090909091
129,0.9230769230769231
130,0.9411764705882353
131,1.0
132,0.8421052631578947
133,0.9285714285714286
134,0.9743589743589743
135,0.9166666666666666
136,0.9285714285714286
137,0.95
138,0.9411764705882353
139,0.9333333333333333
140,0.9411764705882353
141,1.0
142,0.9459459459459459
143,1.0
144,0.9583333333333334
145,1.0
146,0.95
147,1.0
148,1.0
149,1.0
150,0.875
151,0.8571428571428571
152,0.8571428571428571
153,0.8571428571428571
154,0.8571428571428571
