episode_R,Reward Evolution
0,50.0
1,12.0
2,12.0
3,38.0
4,31.0
5,12.0
6,25.0
7,12.0
8,18.0
9,13.0
10,27.0
11,18.0
12,10.0
13,26.0
14,11.0
15,42.0
16,58.0
17,16.0
18,44.0
19,31.0
20,42.0
21,22.0
22,22.0
23,12.0
24,25.0
25,23.0
26,29.0
27,12.0
28,11.0
29,13.0
30,16.0
31,24.0
32,28.0
33,12.0
34,16.0
35,105.0
36,10.0
37,25.0
38,62.0
39,17.0
40,100.0
41,43.0
42,59.0
43,37.0
44,27.0
45,45.0
46,17.0
47,27.0
48,19.0
49,12.0
50,32.0
51,10.0
52,27.0
53,39.0
54,14.0
55,50.0
56,40.0
57,19.0
58,21.0
59,61.0
60,15.0
61,17.0
62,20.0
63,19.0
64,18.0
65,34.0
66,51.0
67,26.0
68,16.0
69,21.0
70,21.0
71,31.0
72,52.0
73,14.0
74,82.0
75,20.0
76,28.0
77,23.0
78,39.0
79,55.0
80,49.0
81,16.0
82,39.0
83,15.0
84,28.0
85,56.0
86,20.0
87,72.0
88,19.0
89,20.0
90,19.0
91,27.0
92,28.0
93,18.0
94,58.0
95,9.0
96,16.0
97,12.0
98,44.0
99,25.0
100,9.0
101,22.0
102,19.0
103,47.0
104,24.0
105,16.0
106,24.0
107,17.0
108,21.0
109,17.0
110,24.0
111,13.0
112,23.0
113,30.0
114,48.0
115,23.0
116,36.0
117,49.0
118,53.0
119,24.0
120,62.0
121,70.0
122,40.0
123,64.0
124,57.0
125,33.0
126,38.0
127,42.0
128,22.0
129,30.0
130,33.0
131,88.0
132,23.0
133,18.0
134,21.0
135,21.0
136,30.0
137,58.0
138,91.0
139,17.0
140,11.0
141,12.0
142,45.0
143,17.0
144,16.0
145,56.0
146,39.0
147,49.0
148,15.0
149,34.0
150,52.0
151,43.0
152,116.0
153,38.0
154,17.0
155,51.0
156,15.0
157,12.0
158,44.0
159,46.0
160,48.0
161,34.0
162,24.0
163,17.0
164,22.0
165,22.0
166,33.0
167,23.0
168,28.0
169,42.0
170,105.0
171,41.0
172,72.0
173,81.0
174,21.0
175,35.0
176,59.0
177,12.0
178,12.0
179,157.0
180,35.0
181,15.0
182,129.0
183,35.0
184,19.0
185,13.0
186,37.0
