episode_R,Reward Evolution
0,31.0
1,21.0
2,22.0
3,14.0
4,38.0
5,10.0
6,17.0
7,24.0
8,63.0
9,16.0
10,25.0
11,10.0
12,22.0
13,28.0
14,34.0
15,24.0
16,33.0
17,23.0
18,25.0
19,60.0
20,30.0
21,44.0
22,31.0
23,10.0
24,23.0
25,25.0
26,16.0
27,21.0
28,24.0
29,27.0
30,57.0
31,14.0
32,17.0
33,17.0
34,13.0
35,37.0
36,22.0
37,27.0
38,15.0
39,18.0
40,47.0
41,29.0
42,21.0
43,16.0
44,89.0
45,38.0
46,101.0
47,20.0
48,31.0
49,38.0
50,10.0
51,22.0
52,38.0
53,40.0
54,22.0
55,26.0
56,27.0
57,75.0
58,19.0
59,37.0
60,39.0
61,12.0
62,32.0
63,42.0
64,21.0
65,18.0
66,21.0
67,11.0
68,16.0
69,13.0
70,28.0
71,26.0
72,15.0
73,33.0
74,42.0
75,52.0
76,16.0
77,78.0
78,58.0
79,23.0
80,23.0
81,43.0
82,30.0
83,37.0
84,31.0
85,20.0
86,18.0
87,47.0
88,26.0
89,16.0
90,25.0
91,32.0
92,22.0
93,14.0
94,17.0
95,68.0
96,31.0
97,42.0
98,22.0
99,51.0
100,18.0
101,22.0
102,23.0
103,61.0
104,26.0
105,25.0
106,20.0
107,43.0
108,71.0
109,20.0
110,50.0
111,25.0
112,23.0
113,49.0
114,25.0
115,25.0
116,65.0
117,28.0
118,34.0
119,68.0
120,28.0
121,35.0
122,48.0
123,20.0
124,81.0
125,27.0
126,20.0
127,24.0
128,74.0
129,80.0
130,15.0
131,41.0
132,41.0
133,12.0
134,30.0
135,32.0
136,57.0
137,24.0
138,29.0
139,76.0
140,16.0
141,10.0
142,33.0
143,27.0
144,22.0
145,17.0
146,13.0
147,20.0
148,30.0
149,13.0
150,21.0
151,37.0
152,61.0
153,19.0
154,31.0
155,19.0
156,20.0
157,40.0
158,29.0
159,41.0
160,24.0
161,22.0
162,13.0
163,14.0
164,70.0
165,51.0
166,18.0
167,19.0
168,73.0
169,28.0
170,32.0
171,29.0
172,26.0
173,55.0
174,49.0
175,52.0
176,59.0
177,44.0
178,15.0
179,47.0
180,25.0
181,33.0
182,56.0
183,54.0
184,15.0
185,54.0
186,131.0
187,22.0
188,14.0
189,62.0
190,42.0
191,42.0
192,41.0
193,24.0
194,37.0
195,67.0
196,25.0
197,34.0
198,34.0
199,59.0
